ID_RBD,DV_RBD,DS_NOM_ESTABLE,DS_REGION_ESTABLE,DS_PROVINCIA_ESTABLE,DS_COMUNA_ESTABLE,DS_TIPO_DEPENDENCIA,DS_RURALIDAD, PRIMERA_PRIORIDAD , SEGUNDA_PRIORIDAD , TERCERA_PRIORIDAD ,NO_PRIORIZADO_EN_VULNERABILIDAD ,SIN_INFORMACION ,TOTAL_MATRICULA_BASICA_2021,IVE_SINAE_BASICA
5,1,JOVINA NARANJO FERNANDEZ,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Urbano,145,3,30,51,1,230,77
8,6,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Urbano,208,8,17,27,22,282,83
9,4,ESCUELA REPUBLICA DE ISRAEL,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Urbano,794,20,111,312,3,1.240,75
10,8,ESCUELA REPUBLICA DE FRANCIA,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Urbano,124,4,11,25,29,193,72
11,6,ESC. GRAL. PEDRO LAGOS MARCHANT,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Urbano,272,1,14,9,9,305,94
12,4,ESCUELA GRAL JOSE MIGUEL CARRERA,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Urbano,227,3,21,31,7,289,87
13,2,ESCUELA MANUEL RODRIGUEZ ERDOYZA,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Urbano,200,2,9,15,14,240,88
14,0,ESCUELA ROMULO J. PENA MATURANA,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Urbano,232,17,9,19,10,287,90
15,9,LICEO BICENTENARIO ARTISTICO DR. JUAN NOE CREVANI,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Urbano,188,4,18,54,1,265,79
16,7,ESCUELA REGIMIENTO RANCAGUA,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Urbano,178,10,9,25,18,240,82
17,5,ESCUELA SUBTTE. LUIS CRUZ MARTINEZ,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Urbano,287,11,18,33,17,366,86
18,3,ESC. COMTE. JUAN JOSE SAN MARTIN,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Urbano,246,7,9,21,8,291,90
19,1,ESC. HUMBERTO VALENZUELA GARCIA,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Urbano,223,2,8,16,13,262,89
20,5,ESCUELA TUCAPEL,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Urbano,334,14,17,29,21,415,88
22,1,ESCUELA GABRIELA MISTRAL,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Urbano,657,18,49,66,3,793,91
25,6,COLEGIO CENTENARIO DE ARICA,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Urbano,423,8,19,34,19,503,89
26,4,ESCUELA REPUBLICA DE ARGENTINA,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Urbano,163,4,14,27,16,224,81
27,2,ESCUELA ESMERALDA,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Urbano,186,3,8,48,32,277,71
28,0,ESCUELA RICARDO SILVA ARRIAGADA,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Urbano,277,7,44,85,5,418,78
29,9,ESCUELA AMERICA,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Urbano,309,18,13,66,79,485,70
31,0,ESCUELA DARIO SALAS DIAZ,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Rural,299,7,10,13,8,337,94
32,9,LICEO AGRICOLA JOSE ABELARDO NUNEZ M.,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Rural,457,10,10,28,8,513,93
33,7,ESCUELA CARLOS CONDELL DE LA HAZA,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Rural,143,3,4,6,3,159,94
35,3,ESCUELA GRAL. MANUEL BAQUEDANO,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Rural,65,1,1,14,2,83,81
36,1,ESCUELA IGNACIO CARRERA PINTO,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Urbano,191,11,5,28,18,253,82
38,8,ESCUELA ESPAÑA,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Rural,391,16,10,11,12,440,95
39,6,ESCUELA PAMPA ALGODONAL,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Rural,47,5,3,9,2,66,83
41,8,ESCUELA VALLE DE CHACA,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Rural,32,7,2,3,1,45,91
42,6,ESCUELA MOLINOS LLUTA,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Rural,18,,,4,,22,82
45,0,COLEGIO ITALIANO SANTA ANA,Región de Arica y Parinacota,Arica,Arica,Particular Subvencionado,Urbano,367,10,39,130,10,556,75
50,7,COLEGIO ADVENTISTA DE ARICA,Región de Arica y Parinacota,Arica,Arica,Particular Subvencionado,Urbano,244,11,27,78,,360,78
52,3,LICEO BICENTENARIO DOMINGO SANTA MARIA,Región de Arica y Parinacota,Arica,Arica,Particular Subvencionado,Urbano,1.351,28,162,301,59,1.901,81
56,6,COLEGIO SAN MARCOS DE ARICA,Región de Arica y Parinacota,Arica,Arica,Particular Subvencionado,Urbano,182,21,52,376,3,634,40
60,4,COLEGIO ALEMAN DE ARICA,Región de Arica y Parinacota,Arica,Arica,Particular Subvencionado,Urbano,384,4,48,160,2,598,73
67,1,ABRAHAM LINCOLN SCHOOL,Región de Arica y Parinacota,Arica,Arica,Particular Subvencionado,Urbano,270,6,61,215,1,553,61
70,1,ESCUELA VALLE DE ESQUINA,Región de Arica y Parinacota,Arica,Camarones,Servicio Local de Educación(SLE),Rural,6,,,,3,9,67
72,8,LICEO VALLE DE CODPA,Región de Arica y Parinacota,Arica,Camarones,Servicio Local de Educación(SLE),Rural,24,1,1,7,11,44,59
73,6,ESCUELA VALLE DE COBIJA,Región de Arica y Parinacota,Arica,Camarones,Servicio Local de Educación(SLE),Rural,1,,,,,1,100
74,4,ESCUELA VALLE DE CAMARONES,Región de Arica y Parinacota,Arica,Camarones,Servicio Local de Educación(SLE),Rural,15,,,,,15,100
75,2,ESCUELA VALLE DE GUANACAGUA,Región de Arica y Parinacota,Arica,Camarones,Servicio Local de Educación(SLE),Rural,5,,,,,5,100
76,0,ESCUELA VALLE DE CUYA,Región de Arica y Parinacota,Arica,Camarones,Servicio Local de Educación(SLE),Rural,5,,,2,,7,71
78,7,LICEO GRANADEROS,Región de Arica y Parinacota,Parinacota,Putre,Servicio Local de Educación(SLE),Rural,100,14,6,11,2,133,90
79,5,ESCUELA EL MARQUEZ,Región de Arica y Parinacota,Parinacota,Putre,Servicio Local de Educación(SLE),Rural,5,1,1,,,7,100
81,7,ESCUELA PAYACHATAS,Región de Arica y Parinacota,Parinacota,Putre,Servicio Local de Educación(SLE),Rural,3,,,,,3,100
82,5,ESCUELA SAN FRANCISCO DE ASIS,Región de Arica y Parinacota,Parinacota,Putre,Servicio Local de Educación(SLE),Rural,1,,,,,1,100
83,3,ESCUELA COTA COTANI,Región de Arica y Parinacota,Parinacota,Putre,Servicio Local de Educación(SLE),Rural,3,,,,,3,100
84,1,ESCUELA LOS ALAMOS,Región de Arica y Parinacota,Parinacota,Putre,Servicio Local de Educación(SLE),Rural,2,,,,,2,100
86,8,ESCUELA SAN SANTIAGO DE BELEN,Región de Arica y Parinacota,Parinacota,Putre,Servicio Local de Educación(SLE),Rural,8,,,,,8,100
87,6,ESCUELA ANCOLACANE,Región de Arica y Parinacota,Parinacota,General Lagos,Servicio Local de Educación(SLE),Rural,3,,,,,3,100
88,4,ESCUELA ALCERRECA,Región de Arica y Parinacota,Parinacota,General Lagos,Servicio Local de Educación(SLE),Rural,2,,,,,2,100
89,2,ESCUELA HUMAPALCA,Región de Arica y Parinacota,Parinacota,General Lagos,Servicio Local de Educación(SLE),Rural,1,,,,,1,100
90,6,ESCUELA INTERNADO VISVIRI,Región de Arica y Parinacota,Parinacota,General Lagos,Servicio Local de Educación(SLE),Rural,26,1,1,,4,32,88
91,4,ESCUELA COSAPILLA,Región de Arica y Parinacota,Parinacota,General Lagos,Servicio Local de Educación(SLE),Rural,2,,,,,2,100
92,2,ESCUELA CHISLLUMA,Región de Arica y Parinacota,Parinacota,General Lagos,Servicio Local de Educación(SLE),Rural,3,,,3,,6,50
93,0,ESCUELA CHUJLLUTA,Región de Arica y Parinacota,Parinacota,General Lagos,Servicio Local de Educación(SLE),Rural,3,1,,,3,7,57
94,9,ESCUELA GUACOYO,Región de Arica y Parinacota,Parinacota,General Lagos,Servicio Local de Educación(SLE),Rural,6,,,,,6,100
95,7,ESCUELA COLPITAS,Región de Arica y Parinacota,Parinacota,General Lagos,Servicio Local de Educación(SLE),Rural,1,,,,,1,100
103,1,ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA,Región de Tarapacá,Iquique,Iquique,Corporación Municipal,Urbano,231,9,26,38,1,305,87
106,6,INSTITUTO DEL MAR ALMIRANTE CARLOS CONDEL,Región de Tarapacá,Iquique,Iquique,Administración Delegada (C. P. 3166),Urbano,23,2,,3,5,33,76
107,4,LICEO LIBERT. GRAL.BERNARDO O´HIGGINS,Región de Tarapacá,Iquique,Iquique,Corporación Municipal,Urbano,6,5,2,,8,21,62
109,0,COLEGIO DEPORTIVO TEC. PROF. ELENA DUVAUCHELLE CABEZON,Región de Tarapacá,Iquique,Iquique,Corporación Municipal,Urbano,180,8,18,31,54,291,71
110,4,LICEO BICENTENARIO DOMINGO SANTA MARIA DE IQQ.,Región de Tarapacá,Iquique,Iquique,Corporación Municipal,Urbano,386,23,41,97,15,562,80
111,2,ESCUELA GABRIELA MISTRAL,Región de Tarapacá,Iquique,Iquique,Corporación Municipal,Urbano,407,10,35,71,28,551,82
112,0,ESCUELA EDUARDO LLANOS,Región de Tarapacá,Iquique,Iquique,Corporación Municipal,Urbano,370,31,35,80,46,562,78
113,9,ESCUELA ALMIRANTE PATRICIO LYNCH,Región de Tarapacá,Iquique,Iquique,Corporación Municipal,Urbano,452,67,33,131,126,809,68
114,7,ESCUELA PLACIDO VILLARROEL,Región de Tarapacá,Iquique,Iquique,Corporación Municipal,Urbano,274,52,23,89,59,497,70
116,3,COLEGIO REPUBLICA DE CROACIA,Región de Tarapacá,Iquique,Iquique,Corporación Municipal,Urbano,323,59,16,100,55,553,72
117,1,ESCUELA PAULA JARAQUEMADA ALQUIZAR,Región de Tarapacá,Iquique,Iquique,Corporación Municipal,Urbano,368,31,22,109,48,578,73
119,8,ESCUELA CENTENARIO,Región de Tarapacá,Iquique,Iquique,Corporación Municipal,Urbano,294,30,31,88,44,487,73
122,8,ESCUELA THILDA PORTILLO OLIVARES,Región de Tarapacá,Iquique,Iquique,Corporación Municipal,Urbano,196,9,16,48,12,281,79
123,6,COLEGIO ESPANA,Región de Tarapacá,Iquique,Iquique,Corporación Municipal,Urbano,283,13,24,47,18,385,83
125,2,ESCUELA PROFESOR MANUEL CASTRO RAMOS,Región de Tarapacá,Iquique,Iquique,Corporación Municipal,Urbano,494,33,78,125,36,766,79
126,0,COLEGIO REPUBLICA DE ITALIA,Región de Tarapacá,Iquique,Iquique,Corporación Municipal,Urbano,389,18,22,82,42,553,78
127,9,LICEO MARIA AUXILIADORA,Región de Tarapacá,Iquique,Iquique,Particular Subvencionado,Urbano,294,13,71,228,3,609,62
129,5,LICEO SUPERIOR GABRIELA MISTRAL,Región de Tarapacá,Iquique,Iquique,Particular Subvencionado,Urbano,81,10,7,34,36,168,58
130,9,COLEGIO NORTH COLLEGE,Región de Tarapacá,Iquique,Iquique,Particular Subvencionado,Urbano,134,5,20,110,2,271,59
131,7,COLEGIO ESCASCE,Región de Tarapacá,Iquique,Iquique,Particular Subvencionado,Urbano,160,9,21,34,15,239,79
132,5,COLEGIO BAJO MOLLE,Región de Tarapacá,Iquique,Iquique,Particular Subvencionado,Urbano,304,18,84,630,15,1.051,39
133,3,COLEGIO ADVENTISTA DE IQUIQUE,Región de Tarapacá,Iquique,Iquique,Particular Subvencionado,Urbano,299,13,48,121,2,483,75
134,1,LICEO ATENEA,Región de Tarapacá,Iquique,Iquique,Particular Subvencionado,Urbano,145,13,19,52,9,238,74
144,9,COLEGIO IQUIQUE YOUNG SCHOOL,Región de Tarapacá,Iquique,Iquique,Particular Subvencionado,Urbano,153,10,17,42,6,228,79
154,6,ESCUELA BASICA FRONTERIZA,Región de Tarapacá,Tamarugal,Huara,Municipal DAEM,Rural,33,1,,1,5,40,85
156,2,ESCUELA PISAGUA,Región de Tarapacá,Tamarugal,Huara,Municipal DAEM,Rural,25,,3,1,,29,97
158,9,ESCUELA CHIAPA,Región de Tarapacá,Tamarugal,Huara,Municipal DAEM,Rural,4,,,,,4,100
159,7,ESCUELA JAINA,Región de Tarapacá,Tamarugal,Huara,Municipal DAEM,Rural,4,,,,,4,100
160,0,ESCUELA PACHICA,Región de Tarapacá,Tamarugal,Huara,Municipal DAEM,Rural,22,2,1,,,25,100
161,9,LICEO DE HUARA,Región de Tarapacá,Tamarugal,Huara,Municipal DAEM,Rural,149,10,8,18,12,197,85
162,7,ESCUELA SIBAYA,Región de Tarapacá,Tamarugal,Huara,Municipal DAEM,Rural,39,1,,,,40,100
165,1,ESCUELA CHUSMIZA,Región de Tarapacá,Tamarugal,Huara,Municipal DAEM,Rural,2,,,,,2,100
167,8,ESCUELA CAMINA,Región de Tarapacá,Tamarugal,Camiña,Municipal DAEM,Rural,106,7,2,11,,126,91
168,6,ESCUELA CUISAMA,Región de Tarapacá,Tamarugal,Camiña,Municipal DAEM,Rural,1,,,,,1,100
169,4,ESCUELA QUISTAGAMA,Región de Tarapacá,Tamarugal,Camiña,Municipal DAEM,Rural,5,1,,,,6,100
170,8,ESCUELA NAMA,Región de Tarapacá,Tamarugal,Camiña,Municipal DAEM,Rural,2,1,1,1,,5,80
171,6,ESCUELA APAMILCA,Región de Tarapacá,Tamarugal,Camiña,Municipal DAEM,Rural,2,,,,1,3,67
172,4,ESCUELA CHAPIQUILTA,Región de Tarapacá,Tamarugal,Camiña,Municipal DAEM,Rural,7,,,,,7,100
173,2,ESCUELA MOQUELLA,Región de Tarapacá,Tamarugal,Camiña,Municipal DAEM,Rural,11,,,2,,13,85
174,0,ESCUELA FRANCIA,Región de Tarapacá,Tamarugal,Camiña,Municipal DAEM,Rural,24,1,,,,25,100
175,9,ESCUELA YALA YALA,Región de Tarapacá,Tamarugal,Camiña,Municipal DAEM,Rural,6,2,,,,8,100
177,5,ESCUELA BASICA CARIQUIMA,Región de Tarapacá,Tamarugal,Colchane,Municipal DAEM,Rural,6,1,1,,2,10,80
178,3,LICEO TECNICO PROFESIONAL COLCHANE,Región de Tarapacá,Tamarugal,Colchane,Municipal DAEM,Rural,63,6,5,11,26,111,67
179,1,ESCUELA BASICA MAUQUE,Región de Tarapacá,Tamarugal,Colchane,Municipal DAEM,Rural,,1,,,,1,100
185,6,ESCUELA BASICA PISIGA-CHOQUE,Región de Tarapacá,Tamarugal,Colchane,Municipal DAEM,Rural,6,,,,3,9,67
186,4,ESCUELA BASICA ENQUELGA,Región de Tarapacá,Tamarugal,Colchane,Municipal DAEM,Rural,1,,1,,,2,100
187,2,ESCUELA VERTIENTE DEL SABER,Región de Tarapacá,Tamarugal,Pica,Municipal DAEM,Rural,199,11,11,44,3,268,82
188,0,ESC. MATILLA DE NUEVA EXTREMADURA,Región de Tarapacá,Tamarugal,Pica,Municipal DAEM,Rural,132,11,2,35,12,192,76
192,9,ESCUELA BASICA MAMINA,Región de Tarapacá,Tamarugal,Pozo Almonte,Corporación Municipal,Rural,26,3,,5,2,36,81
193,7,ESCUELA BASICA POZO ALMONTE,Región de Tarapacá,Tamarugal,Pozo Almonte,Corporación Municipal,Rural,369,40,35,106,3,553,80
195,3,ESCUELA BASICA LA TIRANA,Región de Tarapacá,Tamarugal,Pozo Almonte,Corporación Municipal,Rural,194,7,4,20,3,228,90
196,1,ESCUELA BASICA HUATACONDO,Región de Tarapacá,Tamarugal,Pozo Almonte,Corporación Municipal,Rural,5,1,,,4,10,60
198,8,ESCUELA BASICA LA HUAYCA,Región de Tarapacá,Tamarugal,Pozo Almonte,Corporación Municipal,Rural,61,4,,6,4,75,87
199,6,LICEO DOMINGO LATRILLE LASTAUNOU,Región de Antofagasta,Tocopilla,Tocopilla,Municipal DAEM,Urbano,52,1,,9,,62,85
201,1,ESCUELA CARLOS CONDELL DE LA HAZA,Región de Antofagasta,Tocopilla,Tocopilla,Municipal DAEM,Urbano,358,7,18,64,7,454,84
203,8,ESCUELA PABLO NERUDA,Región de Antofagasta,Tocopilla,Tocopilla,Municipal DAEM,Urbano,424,17,7,50,9,507,88
204,6,ESCUELA L.GRAL.BERNARDO O´HIGGINS R.,Región de Antofagasta,Tocopilla,Tocopilla,Municipal DAEM,Urbano,403,18,22,52,5,500,89
205,4,ESCUELA ARTURO PRAT CHACON,Región de Antofagasta,Tocopilla,Tocopilla,Municipal DAEM,Urbano,317,10,6,35,25,393,85
206,2,ESCUELA ESTADOS UNIDOS DE NORTEAMERICA,Región de Antofagasta,Tocopilla,Tocopilla,Municipal DAEM,Urbano,257,5,24,37,1,324,88
208,9,COLEGIO BICENTENARIO SAGRADA FAMILIA,Región de Antofagasta,Tocopilla,Tocopilla,Particular Subvencionado,Urbano,334,18,27,246,4,629,60
210,0,ESCUELA ARTURO PEREZ CANTO,Región de Antofagasta,Tocopilla,María Elena,Municipal DAEM,Urbano,326,17,35,168,22,568,67
214,3,ESCUELA IGNACIO CARRERA PINTO,Región de Antofagasta,Tocopilla,María Elena,Municipal DAEM,Rural,26,2,,1,2,31,90
217,8,LICEO BICENTENARIO LUIS CRUZ MARTINEZ,Región de Antofagasta,El Loa,Calama,Corporación Municipal,Urbano,37,4,6,33,,80,59
223,2,ESCUELA CLAUDIO ARRAU,Región de Antofagasta,El Loa,Calama,Corporación Municipal,Urbano,361,50,39,145,62,657,68
224,0,ESCUELA GRECIA,Región de Antofagasta,El Loa,Calama,Corporación Municipal,Urbano,692,51,69,156,53,1.021,80
225,9,ESCUELA REPUBLICA DE BOLIVIA,Región de Antofagasta,El Loa,Calama,Corporación Municipal,Urbano,676,16,81,208,6,987,78
226,7,ESCUELA BASICA EMILIO SOTOMAYOR,Región de Antofagasta,El Loa,Calama,Corporación Municipal,Urbano,610,35,84,170,22,921,79
227,5,ESCUELA BASICA PRESIDENTE BALMACEDA,Región de Antofagasta,El Loa,Calama,Corporación Municipal,Urbano,938,99,88,299,114,1.538,73
228,3,ESCUELA BASICA VADO DE TOPATER,Región de Antofagasta,El Loa,Calama,Corporación Municipal,Urbano,410,21,46,115,56,648,74
229,1,ESCUELA REPUBLICA DE CHILE,Región de Antofagasta,El Loa,Calama,Corporación Municipal,Urbano,397,34,44,203,66,744,64
230,5,ESCUELA BASICA ANDRES BELLO,Región de Antofagasta,El Loa,Calama,Corporación Municipal,Urbano,397,26,57,117,31,628,76
231,3,ESCUELA BASICA JOHN FITZGERALD KENNEDY,Región de Antofagasta,El Loa,Calama,Corporación Municipal,Urbano,445,19,78,158,11,711,76
232,1,ESCUELA BASICA PEDRO VERGARA KELLER,Región de Antofagasta,El Loa,Calama,Corporación Municipal,Urbano,367,82,22,96,68,635,74
239,9,ESCUELA BASICA 21 DE MAYO,Región de Antofagasta,El Loa,Calama,Corporación Municipal,Urbano,457,24,48,105,41,675,78
240,2,ESCUELA BASICA REPUBLICA DE FRANCIA,Región de Antofagasta,El Loa,Calama,Corporación Municipal,Urbano,409,19,59,143,10,640,76
243,7,ESCUELA BASICA PUKARA,Región de Antofagasta,El Loa,Calama,Corporación Municipal,Rural,13,2,1,6,,22,73
246,1,ESCUELA BASICA SENORA DE LA CANDELARIA,Región de Antofagasta,El Loa,Calama,Corporación Municipal,Rural,11,1,,,,12,100
248,8,ESCUELA BASICA SAN JOSE,Región de Antofagasta,El Loa,Calama,Corporación Municipal,Rural,3,2,,2,,7,71
252,6,ESCUELA BASICA SAN FRANCISCO,Región de Antofagasta,El Loa,Calama,Corporación Municipal,Rural,68,3,6,15,2,94,82
253,4,COLEGIO ADVENTISTA DE CALAMA,Región de Antofagasta,El Loa,Calama,Particular Subvencionado,Urbano,352,11,73,245,2,683,64
254,2,FUNDACION EDUCACIONAL COLEGIO NUESTRA SEÑORA DE AYQUINA,Región de Antofagasta,El Loa,Calama,Particular Subvencionado,Urbano,393,15,77,234,19,738,66
255,0,COLEGIO EJERCITO DE SALVACION,Región de Antofagasta,El Loa,Calama,Particular Subvencionado,Urbano,482,27,86,200,6,801,74
256,9,INSTITUTO OBISPO SILVA LEZAETA,Región de Antofagasta,El Loa,Calama,Particular Subvencionado,Urbano,400,25,100,701,15,1.241,42
268,2,ESC. BASICA RURAL SAN ANTONIO DE PADUA,Región de Antofagasta,El Loa,Ollagüe,Municipal DAEM,Rural,21,2,1,12,1,37,65
269,0,ESCUELA BASICA SAN PEDRO DE ATACAMA,Región de Antofagasta,El Loa,San Pedro de Atacama,Municipal DAEM,Urbano,485,12,40,116,26,679,79
270,4,COMPLEJO EDUCACIONAL TOCONAO,Región de Antofagasta,El Loa,San Pedro de Atacama,Municipal DAEM,Rural,86,10,15,34,1,146,76
271,2,ESCUELA BASICA CAMAR,Región de Antofagasta,El Loa,San Pedro de Atacama,Municipal DAEM,Rural,9,,1,2,,12,83
273,9,ESCUELA BASICA SOLOR,Región de Antofagasta,El Loa,San Pedro de Atacama,Municipal DAEM,Rural,18,1,2,8,,29,72
274,7,ESCUELA BASICA SAN ROQUE,Región de Antofagasta,El Loa,San Pedro de Atacama,Municipal DAEM,Rural,13,1,,3,1,18,78
275,5,ESCUELA BASICA ANDINA,Región de Antofagasta,El Loa,San Pedro de Atacama,Municipal DAEM,Rural,1,1,,,,2,100
276,3,ESCUELA BASICA TALABRE,Región de Antofagasta,El Loa,San Pedro de Atacama,Municipal DAEM,Rural,3,,1,2,,6,67
277,1,ESCUELA BASICA SAN BARTOLOME,Región de Antofagasta,El Loa,San Pedro de Atacama,Municipal DAEM,Rural,20,2,1,6,,29,79
280,1,LICEO COMERCIAL JERARDO MUNOZ CAMPOS,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,40,2,4,4,10,60,77
284,4,LICEO DE HOMBRES DE ANTOFAGASTA MARIO BAHAMONDE SILVA,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,233,43,16,92,85,469,62
285,2,LICEO BICENTENARIO MARTA NAREA DIAZ,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,373,19,40,117,34,583,74
287,9,LICEO DOMINGO HERRERA RIVERA,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,36,,7,16,2,61,70
288,7,ESCUELA JAPON,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,769,34,112,216,5,1.136,81
289,5,ESCUELA ESPANA,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,356,20,21,78,32,507,78
291,7,ESCUELA PADRE GUSTAVO LE PAIGE DE WALQUE,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,769,66,85,144,23,1.087,85
292,5,ESCUELA REPUBLICA DE ITALIA,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,425,49,38,125,28,665,77
293,3,ESCUELA JOSE PAPIC RADNIC,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,859,75,52,127,32,1.145,86
294,1,ESCUELA PROFESORA LJUBICA DOMIC WUTH,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,503,56,54,138,49,800,77
296,8,ESCUELA REPUBLICA DE LOS ESTADOS UNIDOS,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,388,29,43,97,16,573,80
297,6,ESCUELA ALCALDE MAXIMILIANO POBLETE,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,363,26,46,104,58,597,73
298,4,ESCUELA DARIO SALAS DIAZ,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,376,30,45,110,38,599,75
301,8,ESCUELA ROMULO J. PENA MATURANA,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,338,27,13,45,36,459,82
302,6,ESCUELA JUAN LOPEZ,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,237,30,20,69,35,391,73
303,4,ESCUELA REPUBLICA ARGENTINA,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,265,30,24,86,19,424,75
304,2,LICEO BICENTENARIO ANDRÉS SABELLA,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,314,38,97,284,4,737,61
305,0,ESCUELA HUMBERTO GONZALEZ ECHEGOYEN,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,741,35,77,143,11,1.007,85
306,9,ESCUELA HUANCHACA,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,189,7,18,66,8,288,74
310,7,ESCUELA CLAUDIO MATTE PEREZ,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,332,22,38,68,14,474,83
312,3,ESCUELA ECUADOR,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,351,20,51,117,13,552,76
313,1,ESCUELA ARTURO PRAT,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,818,45,67,146,7,1.083,86
315,8,ESCUELA HEROES DE LA CONCEPCION,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,335,31,36,78,18,498,81
316,6,ESCUELA LAS AMERICAS PROFESOR JUSTO VALLADARES ORELLANA,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,222,9,29,71,10,341,76
317,4,ESCUELA LAS ROCAS,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,574,37,50,189,44,894,74
318,2,ESCUELA EDDA CUNEO DONNAGIO,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,75,6,35,134,2,252,46
319,0,ESCUELA LA BANDERA,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,619,40,56,107,6,828,86
320,4,LICEO ARTISTICO DE ANTOFAGASTA `ARMANDO CARRERA GONZALEZ`,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,305,17,56,91,6,475,80
