ID_RBD,DV_RBD,DS_NOM_ESTABLE,DS_REGION_ESTABLE,DS_PROVINCIA_ESTABLE,DS_COMUNA_ESTABLE,DS_TIPO_DEPENDENCIA,DS_RURALIDAD, PRIMERA_PRIORIDAD , SEGUNDA_PRIORIDAD , TERCERA_PRIORIDAD ,NO_PRIORIZADO_EN_VULNERABILIDAD ,SIN_INFORMACION ,TOTAL_MATRICULA_BASICA_2021,IVE_SINAE_BASICA
1728,0,ESCUELA BASICA LUISA NIETO DE HAMEL,Región de Valparaíso,Valparaíso,Viña del Mar,Corporación Municipal,Urbano,51,1,3,9,4,68,81
1732,9,ESCUELA VIOLETA PARRA,Región de Valparaíso,Valparaíso,Viña del Mar,Corporación Municipal,Urbano,95,2,5,4,,106,96
1734,5,COLEGIO RUBEN CASTRO-DIURNO,Región de Valparaíso,Valparaíso,Viña del Mar,Particular Subvencionado,Urbano,308,9,82,236,3,638,63
1735,3,LICEO PARROQUIAL SAN ANTONIO,Región de Valparaíso,Valparaíso,Viña del Mar,Particular Subvencionado,Urbano,646,20,124,280,1,1.071,74
1738,8,LICEO NUESTRA SRA.DE LA PAZ,Región de Valparaíso,Valparaíso,Viña del Mar,Particular Subvencionado,Urbano,386,34,69,113,2,604,81
1741,8,LICEO SANTA TERESA DE LOS ANDES,Región de Valparaíso,Valparaíso,Viña del Mar,Particular Subvencionado,Urbano,244,5,25,34,,308,89
1742,6,COLEGIO SAN AGUSTIN,Región de Valparaíso,Valparaíso,Viña del Mar,Particular Subvencionado,Urbano,195,7,18,6,1,227,97
1743,4,COL.PARROQUIAL SANTA MARIA GORETTI,Región de Valparaíso,Valparaíso,Concón,Particular Subvencionado,Urbano,371,13,41,74,7,506,84
1748,5,COLEGIO ESPANOL MARIA REINA,Región de Valparaíso,Valparaíso,Viña del Mar,Particular Subvencionado,Urbano,663,20,56,75,31,845,87
1749,3,COLEGIO EXCMO. CARDENAL RAUL SILVA HENRIQUEZ,Región de Valparaíso,Valparaíso,Viña del Mar,Particular Subvencionado,Urbano,229,4,31,27,,291,91
1750,7,COL. INMACULADA DE LOURDES,Región de Valparaíso,Valparaíso,Viña del Mar,Particular Subvencionado,Urbano,194,14,39,80,,327,76
1751,5,ESCUELA PARTICULAR HUGO ERRAZURIZ,Región de Valparaíso,Valparaíso,Viña del Mar,Particular Subvencionado,Urbano,418,12,64,52,1,547,90
1752,3,ESCUELA PARTICULAR SANTA FILOMENA,Región de Valparaíso,Valparaíso,Viña del Mar,Particular Subvencionado,Urbano,402,16,56,50,4,528,90
1755,8,COLEGIO ANA MARIA JANER,Región de Valparaíso,Valparaíso,Viña del Mar,Particular Subvencionado,Urbano,573,13,76,111,,773,86
1756,6,COLEGIO CLAUDIO MATTE,Región de Valparaíso,Valparaíso,Viña del Mar,Particular Subvencionado,Urbano,539,10,55,49,2,655,92
1757,4,COLEGIO ACONCAGUA,Región de Valparaíso,Marga Marga,Quilpué,Particular Subvencionado,Urbano,540,20,167,656,14,1.397,52
1759,0,COLEGIO SAN LUIS DE MIRAFLORES,Región de Valparaíso,Valparaíso,Viña del Mar,Particular Subvencionado,Urbano,137,4,6,10,2,159,92
1761,2,COLEGIO FRIENDLY HIGH SCHOOL,Región de Valparaíso,Valparaíso,Viña del Mar,Particular Subvencionado,Urbano,144,10,27,63,,244,74
1769,8,COLEGIO RAYEN CAVEN,Región de Valparaíso,Valparaíso,Concón,Particular Subvencionado,Urbano,178,7,32,61,,278,78
1772,8,COLEGIO BLANCA VERGARA,Región de Valparaíso,Valparaíso,Viña del Mar,Particular Subvencionado,Urbano,252,4,26,21,1,304,93
1795,7,COLEGIO SAN IGNACIO,Región de Valparaíso,Valparaíso,Viña del Mar,Particular Subvencionado,Urbano,186,2,45,215,23,471,49
1801,5,COLEGIO MARIA AUXILIADORA,Región de Valparaíso,Valparaíso,Viña del Mar,Particular Subvencionado,Urbano,190,12,33,261,7,503,47
1807,4,ESCUELA JEFFERSON SCHOOL,Región de Valparaíso,Marga Marga,Quilpué,Particular Subvencionado,Urbano,148,4,6,3,6,167,95
1819,8,COLLEGE CHRETIEN FRANCAIS LE BEAU JOUR,Región de Valparaíso,Valparaíso,Viña del Mar,Particular Subvencionado,Urbano,107,6,26,30,4,173,80
1842,2,COLEGIO SAN ANDRES,Región de Valparaíso,Valparaíso,Viña del Mar,Particular Subvencionado,Urbano,370,7,28,41,2,448,90
1847,3,COLEGIO SAINT MICHAEL,Región de Valparaíso,Valparaíso,Viña del Mar,Particular Subvencionado,Urbano,127,4,3,5,2,141,95
1851,1,LICEO POLITECNICO QUINTERO,Región de Valparaíso,Valparaíso,Quintero,Municipal DAEM,Urbano,78,2,3,3,,86,97
1853,8,COLEGIO ARTÍSTICO COSTA MAUCO,Región de Valparaíso,Valparaíso,Quintero,Municipal DAEM,Urbano,225,5,4,19,12,265,88
1855,4,ESCUELA BASICA REPUBLICA DE FRANCIA,Región de Valparaíso,Valparaíso,Quintero,Municipal DAEM,Urbano,477,8,26,35,6,552,93
1856,2,ESCUELA MANTAGUA,Región de Valparaíso,Valparaíso,Quintero,Municipal DAEM,Rural,107,7,5,7,1,127,94
1857,0,ESCUELA JUAN JOSE TORTEL,Región de Valparaíso,Valparaíso,Quintero,Municipal DAEM,Rural,55,1,7,12,,75,84
1858,9,COLEGIO DON ORIONE,Región de Valparaíso,Valparaíso,Quintero,Particular Subvencionado,Urbano,519,7,51,68,,645,89
1859,7,COLEGIO SANTA FILOMENA,Región de Valparaíso,Valparaíso,Quintero,Particular Subvencionado,Urbano,241,8,40,36,,325,89
1860,0,COLEGIO INGLES,Región de Valparaíso,Valparaíso,Quintero,Particular Subvencionado,Urbano,550,10,48,43,1,652,93
1863,5,COLEGIO GENERAL JOSE VELASQUEZ BORQUEZ,Región de Valparaíso,Valparaíso,Puchuncaví,Municipal DAEM,Urbano,284,10,24,41,1,360,88
1864,3,COMPLEJO EDUCACIONAL SARGENTO ALDEA,Región de Valparaíso,Valparaíso,Puchuncaví,Municipal DAEM,Urbano,254,7,14,20,2,297,93
1867,8,ESCUELA LA GREDA,Región de Valparaíso,Valparaíso,Puchuncaví,Municipal DAEM,Rural,181,6,18,18,1,224,92
1868,6,ESCUELA LA CHOCOTA,Región de Valparaíso,Valparaíso,Puchuncaví,Municipal DAEM,Urbano,205,2,18,16,2,243,93
1869,4,ESCUELA LOS MAQUIS,Región de Valparaíso,Valparaíso,Puchuncaví,Municipal DAEM,Rural,9,2,2,2,,15,87
1870,8,ESCUELA CAMPICHE,Región de Valparaíso,Valparaíso,Puchuncaví,Municipal DAEM,Rural,64,,4,10,,78,87
1871,6,ESCUELA BASICA EL RINCON,Región de Valparaíso,Valparaíso,Puchuncaví,Municipal DAEM,Rural,61,3,4,6,2,76,89
1873,2,ESCUELA HORCON,Región de Valparaíso,Valparaíso,Puchuncaví,Municipal DAEM,Urbano,167,,5,7,5,184,93
1874,0,ESCUELA BASICA LA LAGUNA,Región de Valparaíso,Valparaíso,Puchuncaví,Municipal DAEM,Urbano,66,2,4,5,2,79,91
1875,9,ESCUELA MAITENCILLO,Región de Valparaíso,Valparaíso,Puchuncaví,Municipal DAEM,Urbano,114,3,12,23,5,157,82
1876,7,ESCUELA BASICA LA QUEBRADA,Región de Valparaíso,Valparaíso,Puchuncaví,Municipal DAEM,Rural,3,,,,4,7,43
1877,5,ESCUELA PUCALAN,Región de Valparaíso,Valparaíso,Puchuncaví,Municipal DAEM,Rural,17,,1,3,,21,86
1878,3,ESCUELA BASICA EL RUNGUE,Región de Valparaíso,Valparaíso,Puchuncaví,Municipal DAEM,Rural,56,6,7,5,1,75,92
1881,3,COLEGIO LUIS CRUZ MARTÍNEZ,Región de Valparaíso,Marga Marga,Quilpué,Corporación Municipal,Urbano,372,3,22,34,11,442,90
1882,1,LICEO GUILLERMO GRONEMEYER ZAMORANO,Región de Valparaíso,Marga Marga,Quilpué,Corporación Municipal,Urbano,18,,2,4,,24,83
1885,6,COLEGIO CAPITAN IGNACIO CARRERA PINTO,Región de Valparaíso,Marga Marga,Quilpué,Corporación Municipal,Urbano,65,2,6,11,,84,87
1886,4,COLEGIO MANUEL BULNES PRIETO,Región de Valparaíso,Marga Marga,Quilpué,Corporación Municipal,Urbano,220,6,18,26,5,275,89
1887,2,ESCUELA GUARDIAMARINA GUILLERMO ZANARTU I.,Región de Valparaíso,Marga Marga,Quilpué,Corporación Municipal,Urbano,334,6,45,27,9,421,91
1888,0,ESC.CDTE. ELEUTERIO RAMIREZ MOLINA,Región de Valparaíso,Marga Marga,Quilpué,Corporación Municipal,Urbano,182,4,6,21,10,223,86
1889,9,COLEGIO FERNANDO DURAN VILLARREAL,Región de Valparaíso,Marga Marga,Quilpué,Corporación Municipal,Urbano,178,4,11,23,9,225,86
1890,2,COLEGIO JOSE MIGUEL INFANTE,Región de Valparaíso,Marga Marga,Quilpué,Corporación Municipal,Urbano,137,3,16,16,1,173,90
1891,0,ESCUELA BASICA JORGE ROCK LARA,Región de Valparaíso,Marga Marga,Quilpué,Corporación Municipal,Urbano,166,3,3,14,1,187,92
1892,9,ESCUELA BASICA GASPAR CABRALES,Región de Valparaíso,Marga Marga,Quilpué,Corporación Municipal,Urbano,129,2,4,10,9,154,88
1893,7,ESCUELA BASICA DARIO SALAS,Región de Valparaíso,Marga Marga,Quilpué,Corporación Municipal,Urbano,176,5,7,5,6,199,94
1895,3,LICEO TECNICO PROFESIONAL MANNHEIM,Región de Valparaíso,Marga Marga,Quilpué,Corporación Municipal,Urbano,106,,9,4,,119,97
1898,8,ESCUELA THEODOR HEUSS,Región de Valparaíso,Marga Marga,Quilpué,Corporación Municipal,Urbano,204,2,5,4,3,218,97
1899,6,ESCUELA TENIENTE IGNACIO SERRANO MONTANER,Región de Valparaíso,Marga Marga,Quilpué,Corporación Municipal,Urbano,156,5,3,16,21,201,82
1900,3,ESCUELA LOS MOLLES DE MARGA MARGA,Región de Valparaíso,Marga Marga,Quilpué,Corporación Municipal,Rural,35,1,3,4,,43,91
1901,1,ESCUELA SANTIAGO BUERAS,Región de Valparaíso,Marga Marga,Quilpué,Corporación Municipal,Rural,44,1,,6,,51,88
1906,2,ESCUELA DELFINA ALARCON HENRIQUEZ,Región de Valparaíso,Marga Marga,Quilpué,Corporación Municipal,Rural,42,4,2,4,,52,92
1908,9,LICEO DE NINAS JAVIERA CARRERA,Región de Valparaíso,Marga Marga,Quilpué,Particular Subvencionado,Urbano,90,,15,10,1,116,91
1909,7,COLEGIO LIAHONA,Región de Valparaíso,Marga Marga,Quilpué,Particular Subvencionado,Urbano,296,13,72,265,6,652,58
1911,9,COLEGIO CREP,Región de Valparaíso,Marga Marga,Quilpué,Particular Subvencionado,Urbano,247,12,24,56,3,342,83
1917,8,ESCUELA PARTICULAR EXEQUIEL PUELMA SILVA,Región de Valparaíso,Marga Marga,Quilpué,Particular Subvencionado,Urbano,151,2,18,20,3,194,88
1918,6,COLEGIO LOS LEONES DE QUILPUE,Región de Valparaíso,Marga Marga,Quilpué,Particular Subvencionado,Urbano,423,6,71,95,2,597,84
1919,4,COLEGIO H. F. CAMILO HENRIQUEZ,Región de Valparaíso,Marga Marga,Quilpué,Particular Subvencionado,Urbano,128,8,44,144,3,327,55
1923,2,COLEGIO CRISTIANO DE QUILPUE,Región de Valparaíso,Marga Marga,Quilpué,Particular Subvencionado,Urbano,293,15,40,59,10,417,83
1924,0,ESCUELA PARTICULAR INFANTES DEL SOL,Región de Valparaíso,Marga Marga,Quilpué,Particular Subvencionado,Urbano,157,11,11,30,4,213,84
1927,5,ESCUELA JUAN DE SAAVEDRA,Región de Valparaíso,Marga Marga,Quilpué,Particular Subvencionado,Urbano,176,5,7,14,1,203,93
1930,5,ABRAHAM LINCOLN MEMORIAL COLLEGE,Región de Valparaíso,Marga Marga,Quilpué,Particular Subvencionado,Urbano,210,6,20,25,,261,90
1932,1,COLEGIO PANAL II,Región de Valparaíso,Marga Marga,Quilpué,Particular Subvencionado,Urbano,23,,1,2,2,28,86
1934,8,COLEGIO ESPERANZA,Región de Valparaíso,Marga Marga,Quilpué,Particular Subvencionado,Urbano,353,16,58,160,,587,73
1941,0,COLEGIO EL BELLOTO,Región de Valparaíso,Marga Marga,Quilpué,Particular Subvencionado,Urbano,291,8,31,52,1,383,86
1959,3,WINDMILL COLLEGE,Región de Valparaíso,Marga Marga,Villa Alemana,Corporación Municipal,Urbano,233,3,20,19,1,276,93
1961,5,ESCUELA LATINA INES GALLARDO ORELLANA,Región de Valparaíso,Marga Marga,Villa Alemana,Corporación Municipal,Urbano,224,4,7,17,8,260,90
1963,1,ESCUELA BASICA DIEGO BARROS ARANA,Región de Valparaíso,Marga Marga,Villa Alemana,Corporación Municipal,Urbano,204,3,19,17,2,245,92
1965,8,COLEGIO ITALO COMPOSTO SCARPATI,Región de Valparaíso,Marga Marga,Villa Alemana,Corporación Municipal,Urbano,178,2,,4,1,185,97
1966,6,ESCUELA BASICA CATALUNYA,Región de Valparaíso,Marga Marga,Villa Alemana,Corporación Municipal,Urbano,222,5,15,15,6,263,92
1967,4,LICEO BICENTENARIO TÉCNICO PROFESIONAL MARY GRAHAM,Región de Valparaíso,Marga Marga,Villa Alemana,Corporación Municipal,Urbano,676,34,73,86,7,876,89
1968,2,ESCUELA MELVIN JONES,Región de Valparaíso,Marga Marga,Villa Alemana,Corporación Municipal,Urbano,115,,3,4,,122,97
1969,0,COLEGIO CHARLES DARWIN,Región de Valparaíso,Marga Marga,Villa Alemana,Corporación Municipal,Urbano,236,7,6,15,3,267,93
1970,4,ESCUELA DIEGO PORTALES,Región de Valparaíso,Marga Marga,Villa Alemana,Corporación Municipal,Urbano,207,2,10,6,,225,97
1971,2,ESCUELA MANUEL MONTT,Región de Valparaíso,Marga Marga,Villa Alemana,Corporación Municipal,Urbano,226,7,18,25,5,281,89
1975,5,ESCUELA JUAN BAUTISTA ALBERDI,Región de Valparaíso,Marga Marga,Villa Alemana,Corporación Municipal,Urbano,205,2,10,12,3,232,94
1976,3,ESCUELA EL PATAGUAL,Región de Valparaíso,Marga Marga,Villa Alemana,Corporación Municipal,Rural,33,,,1,,34,97
1977,1,COLEGIO NACIONAL,Región de Valparaíso,Marga Marga,Villa Alemana,Particular Subvencionado,Urbano,671,20,132,389,2,1.214,68
1980,1,COLEGIO PARTICULAR JEAN PIAGET,Región de Valparaíso,Marga Marga,Villa Alemana,Particular Subvencionado,Urbano,215,6,28,37,1,287,87
1985,2,CENTRO INFANTIL EL BUEN CAMINO,Región de Valparaíso,Marga Marga,Villa Alemana,Particular Subvencionado,Urbano,75,5,2,4,,86,95
1987,9,COLEGIO NUEVO CHILENO BRITANICO,Región de Valparaíso,Marga Marga,Villa Alemana,Particular Subvencionado,Urbano,188,6,15,7,4,220,95
1997,6,ESCUELA DOMINGO ORTIZ DE ROZAS,Región de Valparaíso,Valparaíso,Casablanca,Municipal DAEM,Urbano,227,5,22,28,,282,90
1998,4,ESCUELA ARTURO ECHAZARRETA LARRAIN,Región de Valparaíso,Valparaíso,Casablanca,Municipal DAEM,Urbano,240,8,16,29,7,300,88
1999,2,ESCUELA MANUEL BRAVO REYES,Región de Valparaíso,Valparaíso,Casablanca,Municipal DAEM,Urbano,272,6,6,39,66,389,73
2003,6,ESCUELA SAN PEDRO DE QUINTAY,Región de Valparaíso,Valparaíso,Casablanca,Municipal DAEM,Urbano,60,,5,14,3,82,79
2005,2,ESCUELA BASICA LAGUNILLAS,Región de Valparaíso,Valparaíso,Casablanca,Municipal DAEM,Urbano,99,4,9,12,,124,90
2007,9,COLEGIO PARTIC. JULIO MONTT SALAMANCA,Región de Valparaíso,Valparaíso,Casablanca,Particular Subvencionado,Urbano,202,2,15,25,3,247,89
2008,7,ESCUELA PURISIMA DE LO VASQUEZ,Región de Valparaíso,Valparaíso,Casablanca,Particular Subvencionado,Urbano,141,1,13,11,,166,93
2009,5,COLEGIO INSULAR ROBINSON CRUSOE,Región de Valparaíso,Valparaíso,Juan Fernández,Servicio Local de Educación(SLE),Rural,94,7,13,20,2,136,84
2013,3,INST.COMERCIAL MARITIMO PACIFICO SUR,Región de Valparaíso,San Antonio,San Antonio,Municipal DAEM,Urbano,62,2,1,6,3,74,88
2014,1,ESCUELA POETA PABLO NERUDA,Región de Valparaíso,San Antonio,San Antonio,Municipal DAEM,Urbano,270,1,6,9,1,287,97
2017,6,ESCUELA VILLA LAS DUNAS,Región de Valparaíso,San Antonio,San Antonio,Municipal DAEM,Urbano,103,5,2,7,10,127,87
2018,4,ESCUELA MOVILIZADORES PORTUARIOS,Región de Valparaíso,San Antonio,San Antonio,Municipal DAEM,Urbano,446,14,56,47,11,574,90
2019,2,COLEGIO ESPANA,Región de Valparaíso,San Antonio,San Antonio,Municipal DAEM,Urbano,182,9,15,23,6,235,88
2020,6,ESCUELA PRESIDENTE PEDRO AGUIRRE CERDA,Región de Valparaíso,San Antonio,San Antonio,Municipal DAEM,Urbano,184,8,4,11,23,230,85
2021,4,PADRE ANDRE COINDRE,Región de Valparaíso,San Antonio,San Antonio,Municipal DAEM,Urbano,477,6,13,11,9,516,96
2022,2,ESCUELA BASICA SAN JOSE DE CALASANZ,Región de Valparaíso,San Antonio,San Antonio,Municipal DAEM,Urbano,128,,8,17,2,155,88
2023,0,ESCUELA CRISTO DEL MAIPO,Región de Valparaíso,San Antonio,San Antonio,Municipal DAEM,Urbano,116,3,4,4,6,133,92
2024,9,PROFESOR PEDRO VIVEROS ORMENO,Región de Valparaíso,San Antonio,San Antonio,Municipal DAEM,Urbano,124,2,3,9,7,145,89
2026,5,ESCUELA BASICA CERRO PLACILLA,Región de Valparaíso,San Antonio,San Antonio,Municipal DAEM,Urbano,404,6,19,21,13,463,93
2027,3,ESCUELA POETA HUIDOBRO,Región de Valparaíso,San Antonio,San Antonio,Municipal DAEM,Urbano,118,6,7,19,4,154,85
2035,4,COLEGIO AGRÍCOLA CUNCUMÉN GONZALO BARROS AMUNÁTEGUI,Región de Valparaíso,San Antonio,San Antonio,Municipal DAEM,Rural,96,7,8,13,,124,90
2036,2,ESCUELA BASICA LEYDA,Región de Valparaíso,San Antonio,San Antonio,Municipal DAEM,Rural,42,8,8,14,2,74,78
2037,0,EDUARDO FERNANDEZ DE ASTURIAS,Región de Valparaíso,San Antonio,San Antonio,Municipal DAEM,Rural,127,7,3,5,2,144,95
2038,9,ESCUELA BASICA EL ASILO,Región de Valparaíso,San Antonio,San Antonio,Municipal DAEM,Rural,9,1,1,1,,12,92
2040,0,LICEO NACIONAL DE LLO LLEO,Región de Valparaíso,San Antonio,San Antonio,Particular Subvencionado,Urbano,435,12,69,54,1,571,90
2041,9,LICEO SANTA TERESITA DE LLOLLEO,Región de Valparaíso,San Antonio,San Antonio,Particular Subvencionado,Urbano,294,8,46,54,7,409,85
2042,7,INSTITUTO DEL PUERTO DE SAN ANTONIO,Región de Valparaíso,San Antonio,San Antonio,Particular Subvencionado,Urbano,271,29,71,345,3,719,52
2043,5,INSTITUTO ERCILLA,Región de Valparaíso,San Antonio,San Antonio,Particular Subvencionado,Urbano,262,2,8,7,1,280,97
2045,1,LICEO GABRIELA MISTRAL,Región de Valparaíso,San Antonio,San Antonio,Particular Subvencionado,Urbano,127,2,42,177,4,352,49
2047,8,COLEGIO PARTICULAR SARA CRUCHAGA,Región de Valparaíso,San Antonio,San Antonio,Particular Subvencionado,Urbano,277,5,28,24,4,338,92
2048,6,COLEGIO SAGRADA FAMILIA,Región de Valparaíso,San Antonio,San Antonio,Particular Subvencionado,Urbano,189,6,19,23,4,241,89
2049,4,COLEGIO FUND.EDUC. FERNANDEZ LEON,Región de Valparaíso,San Antonio,San Antonio,Particular Subvencionado,Urbano,170,14,40,135,1,360,62
2050,8,COLEGIO NUESTRA SENORA DE POMPEYA,Región de Valparaíso,San Antonio,San Antonio,Particular Subvencionado,Urbano,239,3,19,17,1,279,94
2052,4,COLEGIO PROVIDENCIA,Región de Valparaíso,San Antonio,San Antonio,Particular Subvencionado,Urbano,189,2,24,21,3,239,90
2054,0,COLEGIO PART.GUILLERMO BLEST GANA,Región de Valparaíso,San Antonio,San Antonio,Particular Subvencionado,Urbano,93,3,5,13,2,116,87
2055,9,COLEGIO EL RETIRO,Región de Valparaíso,San Antonio,San Antonio,Particular Subvencionado,Urbano,258,4,28,36,2,328,88
2057,5,ESCUELA PARTICULAR N. 33 MARIA KONIG,Región de Valparaíso,San Antonio,San Antonio,Particular Subvencionado,Urbano,49,,1,1,,51,98
2065,6,ESCUELA PRESIDENTE AGUIRRE CERDA,Región de Valparaíso,San Antonio,Cartagena,Municipal DAEM,Urbano,603,2,27,27,13,672,94
2066,4,LICEO EUGENIA SUBERCASEAUX,Región de Valparaíso,San Antonio,Cartagena,Municipal DAEM,Urbano,401,3,12,20,7,443,94
2068,0,ESCUELA CARMEN ROMERO AGUIRRE,Región de Valparaíso,San Antonio,Cartagena,Municipal DAEM,Rural,93,5,8,6,,112,95
2069,9,ESCUELA LO ZARATE,Región de Valparaíso,San Antonio,Cartagena,Municipal DAEM,Rural,44,1,3,10,,58,83
2071,0,ESCUELA BASICA SAN FRANCISCO,Región de Valparaíso,San Antonio,Cartagena,Municipal DAEM,Rural,30,1,2,1,,34,97
2074,5,ESCUELA BASICA LAS CRUCES,Región de Valparaíso,San Antonio,El Tabo,Municipal DAEM,Urbano,316,10,18,21,3,368,93
2075,3,COLEGIO EL TABO,Región de Valparaíso,San Antonio,El Tabo,Municipal DAEM,Urbano,341,5,18,19,2,385,95
2078,8,COMPLEJO EDUCACIONAL CLARA SOLOVERA,Región de Valparaíso,San Antonio,El Quisco,Municipal DAEM,Urbano,67,,7,5,1,80,93
2079,6,ESCUELA POETA NERUDA DE ISLA NEGRA,Región de Valparaíso,San Antonio,El Quisco,Municipal DAEM,Urbano,285,3,30,40,2,360,88
2081,8,ESCUELA EL TOTORAL,Región de Valparaíso,San Antonio,El Quisco,Municipal DAEM,Rural,207,5,12,25,5,254,88
2083,4,ESC.PART. SAN MIGUEL ARCANGEL,Región de Valparaíso,San Antonio,El Quisco,Particular Subvencionado,Urbano,293,2,30,31,4,360,90
2084,2,COLEGIO CARLOS ALESSANDRI ALTAMIRANO,Región de Valparaíso,San Antonio,Algarrobo,Municipal DAEM,Urbano,439,13,33,55,20,560,87
2085,0,ESCUELA BASICA RURAL EL YECO,Región de Valparaíso,San Antonio,Algarrobo,Municipal DAEM,Rural,118,2,9,10,3,142,91
2087,7,ESCUELA BASICA RURAL SAN JOSE,Región de Valparaíso,San Antonio,Algarrobo,Municipal DAEM,Rural,80,8,1,14,1,104,86
2089,3,ESCUELA PARTICULAR SAN JOSE,Región de Valparaíso,San Antonio,Algarrobo,Particular Subvencionado,Rural,48,3,7,13,4,75,77
2090,7,COLEGIO TERESA DE LOS ANDES-ALGARROBO,Región de Valparaíso,San Antonio,Algarrobo,Particular Subvencionado,Urbano,230,9,32,54,,325,83
2091,5,COLEGIO PEOPLE HELP PEOPLE,Región de Valparaíso,San Antonio,Santo Domingo,Municipal DAEM,Urbano,387,16,54,141,8,606,75
2092,3,ESCUELA EL CONVENTO,Región de Valparaíso,San Antonio,Santo Domingo,Municipal DAEM,Rural,113,15,15,13,1,157,91
2093,1,ESCUELA BUCALEMITO,Región de Valparaíso,San Antonio,Santo Domingo,Municipal DAEM,Rural,6,,,1,,7,86
2095,8,ESCUELA BASICA JUANITA FERNANDEZ S.,Región de Valparaíso,San Antonio,Santo Domingo,Municipal DAEM,Rural,10,,,,1,11,91
2096,6,ESCUELA BASICA CLAUDIO VICUNA,Región de Valparaíso,San Antonio,Santo Domingo,Municipal DAEM,Rural,80,8,2,23,2,115,78
2099,0,COLEGIO STO. DOMINGO HELEN LEE LASSEN,Región de Valparaíso,San Antonio,Santo Domingo,Particular Subvencionado,Urbano,174,7,30,63,,274,77
2101,6,COLEGIO BASICO LORENZO BAEZA VEGA,Región de Valparaíso,Isla de Pascua,Isla de Pascua,Municipal DAEM,Urbano,284,2,45,68,4,403,82
2109,1,LICEO DE NIÑAS DE RANCAGUA,Región del Libertador Gral. Bernardo O’Higgins,Cachapoal,Rancagua,Corporación Municipal,Urbano,27,3,9,11,1,51,76
2110,5,LICEO MUNICIPAL OSCAR CASTRO ZUNIGA,Región del Libertador Gral. Bernardo O’Higgins,Cachapoal,Rancagua,Corporación Municipal,Urbano,502,39,72,186,3,802,76
2112,1,ESCUELA MUNICIPAL MOISES MUSSA,Región del Libertador Gral. Bernardo O’Higgins,Cachapoal,Rancagua,Corporación Municipal,Urbano,519,17,39,58,12,645,89
2114,8,ESCUELA MUNICIPAL MARCELA PAZ,Región del Libertador Gral. Bernardo O’Higgins,Cachapoal,Rancagua,Corporación Municipal,Urbano,660,17,84,143,23,927,82
2115,6,ESCUELA MUNICIPAL RENE SCHNEIDER CHEREAU,Región del Libertador Gral. Bernardo O’Higgins,Cachapoal,Rancagua,Corporación Municipal,Urbano,236,8,9,8,5,266,95
2116,4,COLEGIO MUNICIPAL EDUARDO DE GEYTER,Región del Libertador Gral. Bernardo O’Higgins,Cachapoal,Rancagua,Corporación Municipal,Urbano,418,14,35,71,21,559,84
2118,0,COLEGIO ESPANA,Región del Libertador Gral. Bernardo O’Higgins,Cachapoal,Rancagua,Corporación Municipal,Urbano,365,13,31,58,35,502,81
2119,9,ESCUELA MUNICIPAL MANUEL RODRIGUEZ,Región del Libertador Gral. Bernardo O’Higgins,Cachapoal,Rancagua,Corporación Municipal,Urbano,186,4,10,37,18,255,78
2120,2,ESCUELA MUNICIPAL MINERAL EL TENIENTE,Región del Libertador Gral. Bernardo O’Higgins,Cachapoal,Rancagua,Corporación Municipal,Urbano,624,26,72,100,6,828,87
2121,0,COLEGIO REPUBLICA ARGENTINA,Región del Libertador Gral. Bernardo O’Higgins,Cachapoal,Rancagua,Corporación Municipal,Urbano,804,15,64,136,14,1.033,85
2122,9,ESCUELA MUNICIPAL EL COBRE,Región del Libertador Gral. Bernardo O’Higgins,Cachapoal,Rancagua,Corporación Municipal,Urbano,278,7,20,61,41,407,75
2123,7,INSTITUTO TECNOLOGICO MINERO BERNARDO OHIGGINS,Región del Libertador Gral. Bernardo O’Higgins,Cachapoal,Rancagua,Corporación Municipal,Urbano,144,5,10,19,6,184,86
2124,5,LICEO INTEGRADO LIBERTADOR SIMÓN BOLIVAR,Región del Libertador Gral. Bernardo O’Higgins,Cachapoal,Rancagua,Corporación Municipal,Urbano,423,14,36,33,12,518,91
2125,3,COLEGIO PABLO GARRIDO,Región del Libertador Gral. Bernardo O’Higgins,Cachapoal,Rancagua,Corporación Municipal,Urbano,198,4,13,18,6,239,90
2126,1,COL. JOSE A. MANSO DE VELASCO Y S.,Región del Libertador Gral. Bernardo O’Higgins,Cachapoal,Rancagua,Corporación Municipal,Urbano,217,8,21,49,17,312,79
2129,6,COLEGIO AURORA DE CHILE,Región del Libertador Gral. Bernardo O’Higgins,Cachapoal,Rancagua,Corporación Municipal,Urbano,481,12,49,88,1,631,86
2131,8,ESCUELA MUNICIPAL CARLOS MIRANDA MIRANDA,Región del Libertador Gral. Bernardo O’Higgins,Cachapoal,Rancagua,Corporación Municipal,Urbano,151,2,7,23,8,191,84
2132,6,ESCUELA MUNICIPAL PATRICIO MEKIS,Región del Libertador Gral. Bernardo O’Higgins,Cachapoal,Rancagua,Corporación Municipal,Urbano,177,4,4,10,6,201,92
2135,0,ESCUELA MUNICIPAL JEAN PIAGET,Región del Libertador Gral. Bernardo O’Higgins,Cachapoal,Rancagua,Corporación Municipal,Urbano,260,10,25,31,8,334,88
2136,9,ESCUELA MUNICIPAL ISABEL RIQUELME,Región del Libertador Gral. Bernardo O’Higgins,Cachapoal,Rancagua,Corporación Municipal,Urbano,174,3,17,53,23,270,72
