ID_RBD,DV_RBD,DS_NOM_ESTABLE,DS_REGION_ESTABLE,DS_PROVINCIA_ESTABLE,DS_COMUNA_ESTABLE,DS_TIPO_DEPENDENCIA,DS_RURALIDAD,PRIMERA_PRIORIDAD ,SEGUNDA_PRIORIDAD ,TERCERA_PRIORIDAD ,NO_PRIORIZADO_EN_VULNERABILIDAD ,SIN_INFORMACION ,TOTAL_MATRICULA_MEDIA_2021 ,IVE_SINAE_MEDIA
25882,2,COLEGIO NOBEL GABRIELA MISTRAL,Región Metropolitana de Santiago,Maipo,San Bernardo,Particular Subvencionado,Urbano,193,8,24,37,,262,86
25885,7,COLEGIO INTERCULTURAL TREMEMN,Región Metropolitana de Santiago,Santiago,Maipú,Particular Subvencionado,Urbano,111,3,38,159,3,314,48
25894,6,COLEGIO MANANTIAL DE SAN MIGUEL,Región Metropolitana de Santiago,Santiago,San Miguel,Particular Subvencionado,Urbano,82,4,11,59,1,157,62
25895,4,COLEGIO SANTIAGO DE PUDAHUEL,Región Metropolitana de Santiago,Santiago,Pudahuel,Particular Subvencionado,Urbano,216,14,32,68,,330,79
25899,7,LICEO JOSE ABELARDO NUÑEZ Nº 4,Región Metropolitana de Santiago,Santiago,Huechuraba,Particular Subvencionado,Urbano,232,13,34,31,8,318,88
25916,0,ESCUELA BAS. SAN SEBASTIAN DE COLINA,Región Metropolitana de Santiago,Chacabuco,Colina,Particular Subvencionado,Urbano,137,3,44,78,1,263,70
25919,5,ESCUELA BASICA NEHUEN,Región Metropolitana de Santiago,Talagante,Talagante,Particular Subvencionado,Urbano,60,11,16,50,,137,64
25921,7,COLEGIO CENTRO EDUCACIONAL ROUSSEAU,Región Metropolitana de Santiago,Santiago,Maipú,Particular Subvencionado,Urbano,113,9,15,22,2,161,85
25922,5,COLEGIO TERRA AUSTRALIS,Región Metropolitana de Santiago,Santiago,Pudahuel,Particular Subvencionado,Urbano,160,17,38,96,1,312,69
25926,8,COLEGIO POLIV. JERUSALEN DE LAMPA,Región Metropolitana de Santiago,Chacabuco,Lampa,Particular Subvencionado,Urbano,451,22,47,59,5,584,89
25929,2,COLEGIO PADRE PEDRO ARRUPE SAGRADA FAMILIA,Región Metropolitana de Santiago,Santiago,Quilicura,Particular Subvencionado,Urbano,222,,39,24,,285,92
25936,5,COLEGIO NUEVO HORIZONTE DE PUENTE ALTO,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,144,,21,12,,177,93
25944,6,ESCUELA PART. PARTHENON COLLEGE,Región Metropolitana de Santiago,Talagante,Peñaflor,Particular Subvencionado,Urbano,126,4,27,53,,210,75
25950,0,COLEGIO SEMPER ALTIUS,Región Metropolitana de Santiago,Santiago,La Florida,Particular Subvencionado,Urbano,112,2,13,20,4,151,84
25954,3,ESC. BAS. Y ESP. NTRA. SRA. DE LAS NIEVES,Región Metropolitana de Santiago,Maipo,San Bernardo,Particular Subvencionado,Urbano,86,1,10,14,2,113,86
25960,8,CENTRO EDUC. PADRE ALBERTO HURTADO DE SAN BER,Región Metropolitana de Santiago,Maipo,San Bernardo,Corporación Municipal,Urbano,230,5,29,22,4,290,91
25961,6,COLEGIO PALMARES,Región Metropolitana de Santiago,Santiago,Quilicura,Particular Subvencionado,Urbano,146,25,35,257,3,466,44
25969,1,COLEGIO TERCER MILENIO,Región Metropolitana de Santiago,Santiago,Quilicura,Particular Subvencionado,Urbano,393,7,110,198,3,711,72
25984,5,COLEGIO DREYSE BELSER,Región Metropolitana de Santiago,Talagante,Peñaflor,Particular Subvencionado,Urbano,88,,17,19,,124,85
25988,8,COLEGIO JUAN LUIS UNDURRAGA ANINAT,Región Metropolitana de Santiago,Santiago,Quilicura,Particular Subvencionado,Urbano,365,16,39,30,1,451,93
25995,0,CENTRO POLITEC. CARLOS CONDELL DE LA CISTERNA,Región Metropolitana de Santiago,Santiago,La Cisterna,Particular Subvencionado,Urbano,470,2,38,29,3,542,94
25999,3,COLEGIO ALICANTE DEL SOL,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,317,5,102,487,41,952,45
26001,0,COLEGIO ALICANTE DE LA FLORIDA,Región Metropolitana de Santiago,Santiago,La Florida,Particular Subvencionado,Urbano,123,4,34,307,7,475,34
26006,1,COLEGIO ECOLOGICO PAINE,Región Metropolitana de Santiago,Maipo,Paine,Particular Subvencionado,Urbano,96,5,17,37,1,156,76
26012,6,COLEGIO BICENTENARIO MODERNO PAINE,Región Metropolitana de Santiago,Maipo,Paine,Particular Subvencionado,Urbano,285,18,29,31,3,366,91
26017,7,ESCUELA BAS. KINGS SCHOOL,Región Metropolitana de Santiago,Maipo,San Bernardo,Particular Subvencionado,Urbano,77,5,21,55,1,159,65
26033,9,COLEGIO  SAN CARLOS DE QUILICURA,Región Metropolitana de Santiago,Santiago,Quilicura,Particular Subvencionado,Urbano,222,1,56,233,2,514,54
26035,5,ESCUELA PART. SAN JOSE DE LAMPA,Región Metropolitana de Santiago,Chacabuco,Lampa,Particular Subvencionado,Urbano,224,11,38,59,1,333,82
26037,1,COLEGIO LO BARNECHEA,Región Metropolitana de Santiago,Santiago,Lo Barnechea,Municipal DAEM,Urbano,360,18,41,40,9,468,90
26045,2,ESCUELA  SAN PEDRO VALLE GRANDE,Región Metropolitana de Santiago,Chacabuco,Lampa,Particular Subvencionado,Urbano,132,18,20,70,3,243,70
26053,3,COLEGIO ATENAS,Región Metropolitana de Santiago,Santiago,La Florida,Particular Subvencionado,Urbano,174,3,46,175,4,402,55
26075,4,ESCUELA BAS. SAN JOSE DE PENALOLEN,Región Metropolitana de Santiago,Santiago,Peñalolén,Particular Subvencionado,Urbano,81,4,6,8,1,100,91
26083,5,COLEGIO SAN ALBERTO HURTADO,Región Metropolitana de Santiago,Santiago,Quilicura,Particular Subvencionado,Urbano,107,1,30,30,,168,82
26084,3,COLEGIO EL BOSQUE DE RENCA,Región Metropolitana de Santiago,Santiago,Renca,Particular Subvencionado,Urbano,98,2,7,8,,115,93
26092,4,COLEGIO PEUMAYEN,Región Metropolitana de Santiago,Talagante,Padre Hurtado,Particular Subvencionado,Urbano,135,1,23,87,1,247,64
26094,0,COLEGIO LAS AMERICAS DE PAINE,Región Metropolitana de Santiago,Maipo,Paine,Particular Subvencionado,Urbano,141,14,27,32,1,215,85
26110,6,COLEGIO SANTIAGO - QUILICURA,Región Metropolitana de Santiago,Santiago,Quilicura,Particular Subvencionado,Urbano,143,5,49,145,9,351,56
26115,7,COLEGIO TUPAHUE,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,283,11,69,145,3,511,71
26117,3,ESCUELA BÁSICA N 149 SAN MARCEL,Región Metropolitana de Santiago,Maipo,Buin,Particular Subvencionado,Urbano,189,9,23,27,,248,89
26135,1,ESC.BAS. EMPRENDER LARAPINTA,Región Metropolitana de Santiago,Chacabuco,Lampa,Particular Subvencionado,Urbano,278,2,58,162,2,502,67
26137,8,COLEGIO DEL REAL,Región Metropolitana de Santiago,Santiago,Maipú,Particular Subvencionado,Urbano,53,1,14,39,,107,64
26150,5,COLEGIO  FITZROY COLLEGE,Región Metropolitana de Santiago,Maipo,San Bernardo,Particular Subvencionado,Urbano,97,1,19,26,1,144,81
26157,2,LICEO MUNICIPAL BICENTENARIO DE BATUCO,Región Metropolitana de Santiago,Chacabuco,Lampa,Corporación Municipal,Urbano,259,9,15,20,3,306,92
26164,5,COLEGIO SAN JOSE DE CERRILLOS,Región Metropolitana de Santiago,Santiago,Cerrillos,Particular Subvencionado,Urbano,96,6,11,16,1,130,87
26168,8,COLEGIO POLIVALENTE SAN PEDRO DE QUILICURA,Región Metropolitana de Santiago,Santiago,Quilicura,Particular Subvencionado,Urbano,195,7,25,30,9,266,85
26209,9,COLEGIO SAN JUAN DIEGO DE GUADALUPE,Región Metropolitana de Santiago,Santiago,Maipú,Particular Subvencionado,Urbano,100,4,7,11,,122,91
26219,6,CENTRO EDUC. GOYENECHEA,Región Metropolitana de Santiago,Santiago,Renca,Particular Subvencionado,Urbano,129,4,8,2,3,146,97
26254,4,COLEGIO SANTA MARIA GORETTI DE PADRE HUR,Región Metropolitana de Santiago,Talagante,Padre Hurtado,Particular Subvencionado,Urbano,117,3,29,23,,172,87
26260,9,LINCOLN COLLEGE PUDAHUEL,Región Metropolitana de Santiago,Santiago,Pudahuel,Particular Subvencionado,Urbano,194,14,46,188,1,443,57
26269,2,COLEGIO ALTO DEL VALLE,Región Metropolitana de Santiago,Maipo,Buin,Particular Subvencionado,Urbano,209,16,34,54,,313,83
26274,9,ESCUELA BAS. REINA NORTE,Región Metropolitana de Santiago,Chacabuco,Colina,Particular Subvencionado,Urbano,57,1,2,5,2,67,90
26292,7,LICEO POLIVALENTE MUNICIPAL DE LA FLORIDA,Región Metropolitana de Santiago,Santiago,La Florida,Corporación Municipal,Urbano,458,19,35,55,10,577,89
26303,6,COLEGIO ENRIQUE ALVEAR DE CERRO NAVIA,Región Metropolitana de Santiago,Santiago,Cerro Navia,Particular Subvencionado,Urbano,248,20,18,13,6,305,94
26324,9,EST. EDUC. PART. ARCANGEL GABRIEL N° 2,Región Metropolitana de Santiago,Santiago,Pedro Aguirre Cerda,Particular Subvencionado,Urbano,83,11,10,38,14,156,67
26362,1,COLEGIO SAN FRANCISCO DE ASIS DE SAN BERNARDO,Región Metropolitana de Santiago,Maipo,San Bernardo,Particular Subvencionado,Urbano,170,9,19,29,1,228,87
26365,6,COLEGIO SAN ALBERTO HURTADO DE PUDAHUEL,Región Metropolitana de Santiago,Santiago,Pudahuel,Particular Subvencionado,Urbano,300,7,61,77,1,446,83
26367,2,LINCOLN COLLEGE SAN BERNARDO,Región Metropolitana de Santiago,Maipo,San Bernardo,Particular Subvencionado,Urbano,215,16,46,147,2,426,65
26368,0,COLEGIO SAN FRANCISCO DE SALES,Región Metropolitana de Santiago,Santiago,Maipú,Particular Subvencionado,Urbano,89,1,13,47,,150,69
26372,2,COLEGIO SAN LUCAS DE LO ESPEJO,Región Metropolitana de Santiago,Santiago,Lo Espejo,Particular Subvencionado,Urbano,224,2,23,12,,261,95
26378,8,ESCUELA PATRONA DE LOURDES,Región Metropolitana de Santiago,Talagante,Peñaflor,Particular Subvencionado,Urbano,52,,15,86,,153,44
26379,6,COLEGIO SOL DEL VALLE,Región Metropolitana de Santiago,Chacabuco,Lampa,Particular Subvencionado,Urbano,104,3,30,150,3,290,47
26381,8,COLEGIO NUEVA ERA SIGLO XXI SEDE PUENTE ALTO,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,125,35,27,97,6,290,64
26383,4,COLEGIO INSTITUTO CALERA DE TANGO,Región Metropolitana de Santiago,Maipo,Calera de Tango,Particular Subvencionado,Rural,135,18,6,22,,181,88
26384,2,COLEGIO TEC. PROF. SAN RAMON LA CISTERNA,Región Metropolitana de Santiago,Santiago,La Cisterna,Particular Subvencionado,Urbano,125,5,11,9,2,152,93
26405,9,COLEGIO HERMANOS CARRERA DE CHILE,Región Metropolitana de Santiago,Santiago,Maipú,Particular Subvencionado,Urbano,268,13,77,152,1,511,70
26411,3,COLEGIO NOVA TERRA,Región Metropolitana de Santiago,Santiago,La Florida,Particular Subvencionado,Urbano,179,1,28,57,5,270,77
26416,4,COLEGIO PREMILITAR CAPITAN IGNACIO CARRERA PINTO,Región Metropolitana de Santiago,Talagante,Peñaflor,Particular Subvencionado,Urbano,161,4,23,31,2,221,85
26426,1,COLEGIO ESPECIAL HOSPITALARIO CON TODO EL COR,Región Metropolitana de Santiago,Santiago,Providencia,Particular Subvencionado,Urbano,9,1,1,1,,12,92
26436,9,COLEGIO TERRAUSTRAL DEL SOL,Región Metropolitana de Santiago,Santiago,Maipú,Particular Subvencionado,Urbano,413,22,109,263,4,811,67
26454,7,COLEGIO SANTIAGO EMPRENDEDORES,Región Metropolitana de Santiago,Maipo,San Bernardo,Particular Subvencionado,Urbano,184,6,48,103,2,343,69
26465,2,COLEGIO INSTITUTO RAMÓN FREIRE,Región Metropolitana de Santiago,Santiago,Maipú,Particular Subvencionado,Urbano,97,11,19,35,1,163,78
26466,0,ESCUELA BASICA ELIODORO MATTE OSSA,Región Metropolitana de Santiago,Maipo,San Bernardo,Particular Subvencionado,Urbano,499,3,61,41,2,606,93
26501,6,LICEO TECNICO PROFESIONAL PATRICIO AYLWIN AZOCAR,Región Metropolitana de Santiago,Santiago,La Granja,Servicio Local de Educación(SLE),Urbano,311,18,10,17,2,358,95
26503,9,COLEGIO SAINT LOUIS SCHOOL,Región Metropolitana de Santiago,Chacabuco,Tiltil,Particular Subvencionado,Urbano,31,13,7,63,3,117,44
26538,1,COLEGIO TERRAUSTRAL OESTE S.A,Región Metropolitana de Santiago,Santiago,Maipú,Particular Subvencionado,Urbano,369,11,100,299,5,784,61
30001,2,THE INTERNATIONAL SCHOOL ARICA,Región de Arica y Parinacota,Arica,Arica,Particular Subvencionado,Urbano,86,1,20,49,,156,69
30003,9,COLEGIO JUAN PABLO II,Región de Arica y Parinacota,Arica,Arica,Particular Subvencionado,Urbano,221,6,25,49,1,302,83
31002,6,LICEO MATER POPULI DEI,Región de Los Ríos,Valdivia,Mariquina,Particular Subvencionado,Urbano,85,1,7,11,,104,89
31005,0,COL. EDUC VICTOR MANUEL GIOVANETTI ASTUDILLO,Región de Los Ríos,Ranco,La Unión,Particular Subvencionado,Urbano,57,1,8,3,,69,96
31010,7,LICEO BICENTENARIO CIUDAD DE LOS RIOS VALDIVI,Región de Los Ríos,Valdivia,Valdivia,Municipal DAEM,Urbano,224,2,56,146,1,429,66
31012,3,INSTITUTO CHILE ASIA PACIFICO,Región de Los Ríos,Valdivia,Valdivia,Particular Subvencionado,Urbano,36,4,11,22,,73,70
31030,1,ESCUELA PRE MILITAR HEROES DE LA CONCEPCION,Región Metropolitana de Santiago,Santiago,La Cisterna,Particular Subvencionado,Urbano,741,15,102,120,1,979,88
31037,9,LICEO INSTITUTO CUMBRE DE CONDORES,Región Metropolitana de Santiago,Santiago,Renca,Corporación Municipal,Urbano,489,5,79,100,,673,85
31052,2,COLEGIO VILLA EL SOL,Región Metropolitana de Santiago,Talagante,Isla de Maipo,Particular Subvencionado,Urbano,76,4,18,62,1,161,61
31064,6,COLEGIO ALBORADA DE LAMPA,Región Metropolitana de Santiago,Chacabuco,Lampa,Particular Subvencionado,Urbano,267,20,10,18,23,338,88
31065,4,LICEO TECNOLOGICO BICENTENARIO ENRIQUE KIRBERG BALTIANSKY,Región Metropolitana de Santiago,Santiago,Maipú,Corporación Municipal,Urbano,322,2,67,131,,522,75
31066,2,COLEGIO LOS ROBLES DE LOS LIBERTADORES,Región Metropolitana de Santiago,Talagante,El Monte,Particular Subvencionado,Urbano,103,3,12,17,,135,87
31068,9,COLEGIO TERRA MONTE,Región Metropolitana de Santiago,Chacabuco,Colina,Particular Subvencionado,Urbano,145,1,15,25,,186,87
31071,9,LICEO BICENT. PROV.STA. TERESA DE LOS ANDES,Región Metropolitana de Santiago,Chacabuco,Colina,Corporación Municipal,Rural,378,16,68,190,,652,71
31074,3,LICEO BICENTENARIO DE NIÑAS DE MAIPU,Región Metropolitana de Santiago,Santiago,Maipú,Corporación Municipal,Urbano,323,17,62,212,1,615,65
31078,6,LICEO BICENTENARIO SAN PEDRO DE PUENTE ALTO,Región Metropolitana de Santiago,Cordillera,Puente Alto,Corporación Municipal,Urbano,192,18,33,88,,331,73
31080,8,COLEGIO RENACER TP,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,160,7,12,15,2,196,91
31083,2,LICEO PAULA JARAQUEMADA DE QUILICURA,Región Metropolitana de Santiago,Santiago,Quilicura,Particular Subvencionado,Urbano,263,1,52,148,1,465,68
31084,0,COLEGIO ANTAMARO,Región de Ñuble,Diguillín,Chillán,Particular Subvencionado,Urbano,56,1,4,11,2,74,82
31085,9,LICEO EL ARRAYAN,Región del Biobío,Concepción,San Pedro de la Paz,Particular Subvencionado,Urbano,223,7,45,94,1,370,74
31087,5,COLEGIO ALCÁZARES DE ÑUBLE,Región de Ñuble,Diguillín,Chillán,Particular Subvencionado,Urbano,77,1,15,37,,130,72
31103,2,LICEO BICENTENARIO DE CORONEL,Región del Biobío,Concepción,Coronel,Municipal DAEM,Urbano,213,,37,75,,325,77
31106,5,COLEGIO SAINT JOAN COLLEGE,Región del Biobío,Concepción,Santa Juana,Particular Subvencionado,Urbano,72,1,12,21,1,107,79
31110,3,COLEGIO FRATERNIDAD,Región del Biobío,Concepción,San Pedro de la Paz,Particular Subvencionado,Urbano,105,5,42,180,1,333,46
31116,2,COLEGIO BICENTENARIO ENRIQUE SALINAS BUSCOVICH,Región de Ñuble,Diguillín,Chillán,Particular Subvencionado,Urbano,507,14,44,57,1,623,91
31128,6,LICEO BICENTENARIO DE EXCELENCIA TREHUACO,Región de Ñuble,Itata,Treguaco,Municipal DAEM,Rural,236,,6,10,,252,96
31130,5,COLEGIO PARTICULAR SUBVENCIONADO TIMONEL-CORONEL,Región del Biobío,Concepción,Coronel,Particular Subvencionado,Urbano,22,2,1,7,,32,78
31153,7,INSTITUTO CUMBRES DE CONDORES PONIENTE,Región Metropolitana de Santiago,Santiago,Renca,Corporación Municipal,Urbano,451,14,49,49,3,566,91
31161,8,COLEGIO LOS PENSAMIENTOS,Región Metropolitana de Santiago,Santiago,La Granja,Particular Subvencionado,Urbano,178,2,33,45,,258,83
31175,8,BICENTENARIO COLLEGE,Región Metropolitana de Santiago,Santiago,La Florida,Particular Subvencionado,Urbano,77,2,10,24,,113,79
31189,8,COLEGIO HOSPITALARIO HOSPITAL MILITAR,Región Metropolitana de Santiago,Santiago,La Reina,Particular Subvencionado,Urbano,3,1,,3,1,8,50
31194,4,COLEGIO MONTEVERDI,Región de Coquimbo,Elqui,La Serena,Particular Subvencionado,Urbano,40,8,1,13,,62,79
31203,7,COLEGIO DOMINGO SANTA MARIA,Región de Coquimbo,Elqui,Vicuña,Particular Subvencionado,Urbano,79,4,8,17,,108,84
31253,3,COLEGIO ALTO DEL MAIPO,Región Metropolitana de Santiago,Talagante,Isla de Maipo,Particular Subvencionado,Urbano,123,1,20,20,,164,88
31260,6,COLEGIO ALTAZOL DEL MAIPO,Región Metropolitana de Santiago,Maipo,Paine,Particular Subvencionado,Urbano,105,2,20,32,,159,80
31262,2,ESCUELA PART. SANTA MARIA DE GUADALUPE,Región Metropolitana de Santiago,Chacabuco,Colina,Particular Subvencionado,Urbano,109,2,21,38,1,171,77
31264,9,ESCUELA BÁSICA SAN GENNARO,Región Metropolitana de Santiago,Maipo,Paine,Particular Subvencionado,Urbano,62,2,13,41,,118,65
31274,6,COLEGIO SANTA SOFIA,Región Metropolitana de Santiago,Santiago,La Pintana,Particular Subvencionado,Urbano,110,2,14,13,2,141,89
31278,9,INSTITUTO COMERCIAL BARROS ARANA,Región Metropolitana de Santiago,Maipo,San Bernardo,Particular Subvencionado,Urbano,187,16,10,19,,232,92
31281,9,COLEGIO ESPECIAL HOSPITALARIO DE CARABINEROS,Región Metropolitana de Santiago,Santiago,Ñuñoa,Particular Subvencionado,Urbano,2,,,,,2,100
31288,6,LICEO BICENTENARIO DE  EXCELENCIA NACIONAL DE,Región Metropolitana de Santiago,Santiago,Cerro Navia,Servicio Local de Educación(SLE),Urbano,179,10,13,21,2,225,90
31290,8,COLEGIO SAN ANDRES MAIPU EL BOSQUE,Región Metropolitana de Santiago,Santiago,Maipú,Particular Subvencionado,Urbano,97,2,23,76,1,199,61
31293,2,LICEO NACIONAL BICENTENARIO DE EXCELENCIA,Región Metropolitana de Santiago,Maipo,San Bernardo,Corporación Municipal,Urbano,229,1,50,100,2,382,73
31294,0,LICEO BICENTENARIO MARIA SOLEDAD MELENDEZ MOLINA,Región Metropolitana de Santiago,Talagante,Talagante,Corporación Municipal,Urbano,308,,59,118,,485,76
31295,9,LICEO BICENTENARIO ITALIA,Región Metropolitana de Santiago,Santiago,Santiago,Particular Subvencionado,Urbano,424,24,103,202,1,754,73
31299,1,LICEO BICENTENARIO DE EXCELENCIA FRANCISCO BILBAO BARQUIN DE QUILICURA,Región Metropolitana de Santiago,Santiago,Quilicura,Municipal DAEM,Urbano,207,3,46,84,,340,75
31327,0,COLEGIO ALICANTE DEL VALLE,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,257,9,71,428,19,784,43
31338,2,AULA HOSPITALARIA SAN ANTONIO,Región de Antofagasta,Antofagasta,Antofagasta,Particular Subvencionado,Urbano,44,1,4,5,,54,91
31339,0,AULA HOSPITALARIA SAN CARLOS,Región de Antofagasta,El Loa,Calama,Particular Subvencionado,Urbano,2,,,4,3,9,22
31340,4,NETLAND SCHOOL,Región de Antofagasta,Antofagasta,Antofagasta,Particular Subvencionado,Urbano,95,1,34,463,6,599,22
31342,0,COLEGIO SANTO TOMÁS DE ANTOFAGASTA,Región de Antofagasta,Antofagasta,Antofagasta,Particular Subvencionado,Urbano,45,,13,118,2,178,33
31343,9,LICEO CIENTIFICO HUMANISTA LA CHIMBA,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,378,64,65,140,16,663,76
31345,5,LICEO POLITÉCNICO LOS ARENALES,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,471,40,57,69,31,668,85
31378,5,ESCUELA BÁSICA PALMARES ORIENTE,Región Metropolitana de Santiago,Santiago,Quilicura,Particular Subvencionado,Urbano,92,2,32,212,4,342,37
31379,3,COLEGIO PALMARES VALLE LOS CÓNDORES,Región Metropolitana de Santiago,Maipo,San Bernardo,Particular Subvencionado,Urbano,59,5,14,91,,169,46
31388,2,CENTRO TECNICO EDUCACIONAL SAN CAYETANO,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,227,28,18,11,1,285,96
31407,2,ESCUELA HOSPITALARIA EL CARMEN DE MAIPU,Región Metropolitana de Santiago,Santiago,Maipú,Particular Subvencionado,Urbano,25,1,2,4,,32,88
31421,8,COLEGIO TERRA ANDINA,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,73,11,5,12,,101,88
31429,3,COLEGIO HOSPÍTALARIO CASABIERTA  COANIQUEM,Región Metropolitana de Santiago,Santiago,Pudahuel,Particular Subvencionado,Urbano,1,,1,,,2,100
31432,3,LICEO ALTO CORDILLERA DE LA FLORIDA,Región Metropolitana de Santiago,Santiago,La Florida,Corporación Municipal,Urbano,188,14,22,27,9,260,86
31438,2,COLEGIO AULA CLINICA SANTA MARIA,Región Metropolitana de Santiago,Santiago,Providencia,Particular Subvencionado,Urbano,11,,1,15,2,29,41
31466,8,AULA HOSPITALARIA COPIAPÓ,Región de Atacama,Copiapó,Copiapó,Particular Subvencionado,Urbano,12,,1,,,13,100
31494,3,"COL HOSP. CONSTRUYENDO SUEÑOS, CLINICA DAVILA",Región Metropolitana de Santiago,Santiago,Recoleta,Particular Subvencionado,Urbano,1,,,2,,3,33
31495,1,COLEGIO LOS PENSAMIENTOS DE SAN BERNARDO,Región Metropolitana de Santiago,Maipo,San Bernardo,Particular Subvencionado,Urbano,99,5,17,21,2,144,84
31509,5,ESCUELA PREMILITAR  GENERAL BERNARDO OHIGGINS RIQUELME,Región Metropolitana de Santiago,Talagante,Peñaflor,Particular Subvencionado,Urbano,68,1,10,7,,86,92
32060,9,ESCUELA HOSPITALARIA CLÍNICA BICENTENARIO,Región Metropolitana de Santiago,Santiago,Estación Central,Particular Subvencionado,Urbano,5,,,1,,6,83
40024,6,LICEO TECNICO MUNICIPAL JUAN HOPPE GANTZ,Región del Libertador Gral. Bernardo O’Higgins,Cachapoal,Olivar,Municipal DAEM,Urbano,352,11,46,36,,445,92
40025,4,LICEO REQUINOA,Región del Libertador Gral. Bernardo O’Higgins,Cachapoal,Requínoa,Municipal DAEM,Urbano,241,4,21,9,6,281,95
40027,0,COLEGIO PASIONISTAS DE QUILPUE,Región de Valparaíso,Marga Marga,Quilpué,Particular Subvencionado,Urbano,42,,11,83,10,146,36
40029,7,LICEO BICENTENARIO DE EXCELENCIA LICEO MISTRALIANO,Región de Coquimbo,Elqui,Paiguano,Municipal DAEM,Urbano,122,1,4,8,1,136,93
40042,4,COLEGIO CASTILLA Y ARAGON,Región de Valparaíso,Valparaíso,Viña del Mar,Particular Subvencionado,Urbano,123,4,32,77,3,239,67
