ID_RBD,DV_RBD,DS_NOM_ESTABLE,DS_REGION_ESTABLE,DS_PROVINCIA_ESTABLE,DS_COMUNA_ESTABLE,DS_TIPO_DEPENDENCIA,DS_RURALIDAD,PRIMERA_PRIORIDAD ,SEGUNDA_PRIORIDAD ,TERCERA_PRIORIDAD ,NO_PRIORIZADO_EN_VULNERABILIDAD ,SIN_INFORMACION ,TOTAL_MATRICULA_MEDIA_2021 ,IVE_SINAE_MEDIA
10251,2,LICEO POETA FEDERICO GARCIA LORCA,Región Metropolitana de Santiago,Santiago,Conchalí,Corporación Municipal,Urbano,143,7,28,18,9,205,87
10252,0,LICEO ARTURO PEREZ CANTO,Región Metropolitana de Santiago,Santiago,Recoleta,Municipal DAEM,Urbano,163,6,19,29,16,233,81
10253,9,LICEO POLIV. ABDON CIFUENTES,Región Metropolitana de Santiago,Santiago,Conchalí,Corporación Municipal,Urbano,431,18,51,68,9,577,87
10254,7,CENTRO EDUCACIONAL JOSE MIGUEL CARRERA,Región Metropolitana de Santiago,Santiago,Recoleta,Municipal DAEM,Urbano,135,1,6,13,5,160,89
10255,5,COMPLEJO EDUCACIONAL JUANITA FERNANDEZ SOLAR,Región Metropolitana de Santiago,Santiago,Recoleta,Municipal DAEM,Urbano,509,4,46,53,13,625,89
10259,8,LICEO ALBERTO BLEST GANA,Región Metropolitana de Santiago,Santiago,Conchalí,Corporación Municipal,Urbano,150,4,26,45,39,264,68
10269,5,LICEO MUNC.ALMIRANTE GALVARINO RIVEROS,Región Metropolitana de Santiago,Santiago,Conchalí,Corporación Municipal,Urbano,111,7,22,24,2,166,84
10313,6,COLEGIO POLIV. ALEJANDRO FLORES,Región Metropolitana de Santiago,Santiago,Recoleta,Particular Subvencionado,Urbano,234,15,41,54,5,349,83
10315,2,COLEGIO CRISTOBAL COLON,Región Metropolitana de Santiago,Santiago,Conchalí,Particular Subvencionado,Urbano,90,4,19,54,1,168,67
10320,9,LICEO AVENIDA RECOLETA,Región Metropolitana de Santiago,Santiago,Recoleta,Particular Subvencionado,Urbano,312,34,35,34,11,426,89
10329,2,COLEGIO LIBERTADOR SAN MARTIN,Región Metropolitana de Santiago,Santiago,Conchalí,Particular Subvencionado,Urbano,167,13,49,35,47,311,74
10337,3,COLEGIO MATER DOLOROSA,Región Metropolitana de Santiago,Santiago,Huechuraba,Particular Subvencionado,Urbano,107,,27,28,,162,83
10344,6,COLEGIO HELLEN´S COLLEGE,Región Metropolitana de Santiago,Santiago,Conchalí,Particular Subvencionado,Urbano,194,11,45,72,2,324,77
10350,0,COLEGIO ELENA BETTINI,Región Metropolitana de Santiago,Santiago,Independencia,Particular Subvencionado,Urbano,141,20,18,78,,257,70
10352,7,ESC.BASICA PART. NUEVA AURORA DE CHILE,Región Metropolitana de Santiago,Santiago,Recoleta,Particular Subvencionado,Urbano,115,3,17,22,,157,86
10377,2,LICEO POLIVALENTE SAINT ANDREWS,Región Metropolitana de Santiago,Chacabuco,Lampa,Particular Subvencionado,Urbano,63,12,12,15,3,105,83
10385,3,ESCUELA PART. ADVENTISTA SANTIAGO NORTE,Región Metropolitana de Santiago,Santiago,Conchalí,Particular Subvencionado,Urbano,112,4,17,35,1,169,79
10396,9,LICEO POLIVALENTE RAFAEL DONOSO CARRASCO,Región Metropolitana de Santiago,Santiago,Recoleta,Administración Delegada (C. P. 3166),Urbano,471,32,37,53,8,601,90
10397,7,LICEO INDUSTRIAL DE RECOLETA,Región Metropolitana de Santiago,Santiago,Recoleta,Administración Delegada (C. P. 3166),Urbano,320,13,27,16,10,386,93
10399,3,LICEO POLIVALENTE RIGOBERTO FONTT I.,Región Metropolitana de Santiago,Chacabuco,Colina,Corporación Municipal,Urbano,837,56,76,60,15,1.044,93
10405,1,LICEO ESMERALDA,Región Metropolitana de Santiago,Chacabuco,Colina,Corporación Municipal,Urbano,420,18,40,21,14,513,93
10408,6,LICEO PELDEHUE,Región Metropolitana de Santiago,Chacabuco,Colina,Corporación Municipal,Rural,342,14,28,20,6,410,94
10415,9,ESCUELA PARTICULAR DESIREE,Región Metropolitana de Santiago,Chacabuco,Colina,Particular Subvencionado,Urbano,424,7,77,159,1,668,76
10419,1,LICEO BICENTENARIO MANUEL PLAZA REYES DE LAMPA,Región Metropolitana de Santiago,Chacabuco,Lampa,Corporación Municipal,Urbano,747,27,56,58,4,892,93
10432,9,LICEO POLIVALENTE MANUEL RODRIGUEZ,Región Metropolitana de Santiago,Chacabuco,Tiltil,Corporación Municipal,Urbano,325,7,21,26,2,381,93
10433,7,LICEO HUERTOS FAMILIARES,Región Metropolitana de Santiago,Chacabuco,Tiltil,Corporación Municipal,Urbano,141,11,9,25,4,190,85
10450,7,ESCUELA CONSOLIDADA,Región Metropolitana de Santiago,Cordillera,Puente Alto,Corporación Municipal,Urbano,439,8,53,78,15,593,84
10452,3,LICEO PUENTE ALTO,Región Metropolitana de Santiago,Cordillera,Puente Alto,Corporación Municipal,Urbano,236,22,21,33,16,328,85
10453,1,LICEO IND. MUNICIPALIZADO A N_ 116,Región Metropolitana de Santiago,Cordillera,Puente Alto,Corporación Municipal,Urbano,405,6,46,31,1,489,93
10455,8,LICEO SAN GERONIMO,Región Metropolitana de Santiago,Cordillera,Puente Alto,Corporación Municipal,Urbano,158,1,12,13,2,186,92
10456,6,LICEO COMERCIAL DE PUENTE ALTO,Región Metropolitana de Santiago,Cordillera,Puente Alto,Corporación Municipal,Urbano,508,10,42,38,1,599,93
10457,4,COLEGIO MAIPO,Región Metropolitana de Santiago,Cordillera,Puente Alto,Corporación Municipal,Urbano,256,21,15,19,3,314,93
10470,1,LICEO MUNIC.ING.MILITAR JUAN MACKENA O.,Región Metropolitana de Santiago,Cordillera,Puente Alto,Corporación Municipal,Urbano,430,14,54,85,10,593,84
10479,5,COLEGIO ESTELA SEGURA,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,116,4,15,31,,166,81
10482,5,COLEGIO ARTURO PRAT,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,116,6,9,15,3,149,88
10484,1,COLEGIO CORDILLERA,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,194,10,36,79,2,321,75
10487,6,COLEGIO POLIVALENTE DOMINGO MATTE MESIAS,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,604,3,146,315,1,1.069,70
10489,2,LICEO NUESTRA SENORA DE LAS MERCEDES,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,217,10,34,40,,301,87
10491,4,ESCUELA SANTA JOAQUINA DE VEDRUNA,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,117,1,26,54,,198,73
10492,2,COLEGIO CRISTIANO BELEN,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,81,8,9,38,,136,72
10493,0,COLEGIO SAN LUIS DE GONZAGA II,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,265,10,50,98,1,424,77
10496,5,ESCUELA INDUSTRIAL LAS NIEVES,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Rural,635,39,88,124,2,888,86
10500,7,COLEGIO POLIV. EL ALBORADA,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,276,11,27,28,3,345,91
10501,5,COLEGIO POLIV. PROFESOR ILDEFONSO CALDERON,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,212,20,28,25,1,286,91
10503,1,COLEGIO EDUC.PART. COMP.DE MARIA P. ALTO,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,138,3,37,110,,288,62
10505,8,LICEO POLIVALENTE MARIA REINA,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,198,3,33,90,,324,72
10506,6,COLEGIO SENDA DEL SABER,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,193,20,29,34,4,280,86
10507,4,LICEO BICENTENARIO TÉCNICO LAS NIEVES,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Rural,659,56,69,68,8,860,91
10515,5,ESCUELA DOMINGO FAUSTINO SARMIENTO,Región Metropolitana de Santiago,Cordillera,Puente Alto,Particular Subvencionado,Urbano,77,3,18,10,,108,91
10516,3,LICEO MUNIC. TEC. PROF. EL LLANO,Región Metropolitana de Santiago,Cordillera,Pirque,Corporación Municipal,Urbano,208,5,27,26,2,268,90
10520,1,LICEO  EL PRINCIPAL,Región Metropolitana de Santiago,Cordillera,Pirque,Corporación Municipal,Rural,178,5,16,17,,216,92
10526,0,LICEO POLIVALENTE SAN JOSE DE MAIPO,Región Metropolitana de Santiago,Cordillera,San José de Maipo,Corporación Municipal,Urbano,281,20,28,47,3,379,87
10540,6,COLEGIO RAFAEL EYZAGUIRRE,Región Metropolitana de Santiago,Cordillera,San José de Maipo,Particular Subvencionado,Urbano,90,2,28,51,1,172,70
10541,4,LICEO COMERCIAL DE SAN BERNARDO,Región Metropolitana de Santiago,Maipo,San Bernardo,Administración Delegada (C. P. 3166),Urbano,1.078,46,84,69,9,1.286,94
10542,2,CENTRO EDUCACIONAL BALDOMERO LILLO,Región Metropolitana de Santiago,Maipo,San Bernardo,Corporación Municipal,Urbano,221,13,17,16,9,276,91
10543,0,LICEO POLIVALENTE A-127 FIDEL PINOCHET LE-BRUN,Región Metropolitana de Santiago,Maipo,San Bernardo,Corporación Municipal,Urbano,300,3,32,52,3,390,86
10544,9,LICEO ELVIRA BRADY MALDONADO-SN.BERNARDO,Región Metropolitana de Santiago,Maipo,San Bernardo,Corporación Municipal,Urbano,718,18,61,58,4,859,93
10545,7,LICEO IND. MIGUEL AYLWIN GAJARDO,Región Metropolitana de Santiago,Maipo,San Bernardo,Corporación Municipal,Urbano,449,21,31,25,2,528,95
10551,1,LICEO POLIV. LUCILA GODOY ALCAYAGA,Región Metropolitana de Santiago,Maipo,San Bernardo,Corporación Municipal,Urbano,153,3,7,8,,171,95
10573,2,CENTRO EDUCACIONAL MATIAS COUSINO,Región Metropolitana de Santiago,Santiago,El Bosque,Municipal DAEM,Urbano,142,3,6,11,1,163,93
10588,0,LICEO CARDENAL ANTONIO SAMORE,Región Metropolitana de Santiago,Maipo,San Bernardo,Corporación Municipal,Urbano,108,3,13,7,5,136,91
10592,9,LICEO CLARA SOLOVERA,Región Metropolitana de Santiago,Maipo,San Bernardo,Corporación Municipal,Urbano,130,3,8,8,,149,95
10594,5,COLEGIO SAINT ARIELI,Región Metropolitana de Santiago,Maipo,San Bernardo,Particular Subvencionado,Urbano,73,9,5,35,,122,71
10600,3,COLEGIO MONTESSORI,Región Metropolitana de Santiago,Maipo,San Bernardo,Particular Subvencionado,Urbano,234,28,23,84,,369,77
10604,6,COLEGIO VILLA SANTA MARIA,Región Metropolitana de Santiago,Santiago,El Bosque,Particular Subvencionado,Urbano,92,3,9,18,,122,85
10606,2,COLEGIO GETSEMANI,Región Metropolitana de Santiago,Maipo,San Bernardo,Particular Subvencionado,Urbano,84,,20,27,,131,79
10607,0,COLEGIO DOMINGO EYZAGUIRRE,Región Metropolitana de Santiago,Maipo,San Bernardo,Particular Subvencionado,Urbano,128,4,20,11,1,164,93
10608,9,COLEGIO SUPERIOR DEL MAIPO,Región Metropolitana de Santiago,Maipo,San Bernardo,Particular Subvencionado,Urbano,450,3,96,164,,713,77
10610,0,COLEGIO SAN JOSE,Región Metropolitana de Santiago,Maipo,San Bernardo,Particular Subvencionado,Urbano,134,3,37,109,,283,61
10618,6,INSTITUTO SAN PABLO MISIONERO,Región Metropolitana de Santiago,Maipo,San Bernardo,Particular Subvencionado,Urbano,402,12,93,286,1,794,64
10626,7,COLEGIO JUAN BAUTISTA DURAN,Región Metropolitana de Santiago,Santiago,El Bosque,Particular Subvencionado,Urbano,94,1,13,21,,129,84
10628,3,COLEGIO ARAGON,Región Metropolitana de Santiago,Maipo,San Bernardo,Particular Subvencionado,Urbano,84,9,9,18,,120,85
10632,1,CENTRO EDUC. DENVER COLORADO SCHOOL,Región Metropolitana de Santiago,Santiago,El Bosque,Particular Subvencionado,Urbano,267,20,25,12,,324,96
10638,0,LICEO 131,Región Metropolitana de Santiago,Maipo,Buin,Corporación Municipal,Urbano,752,38,75,106,11,982,88
10641,0,LICEO ALTO JAHUEL,Región Metropolitana de Santiago,Maipo,Buin,Corporación Municipal,Urbano,174,9,15,21,3,222,89
10642,9,LICEO POLIVALENTE LOS GUINDOS,Región Metropolitana de Santiago,Maipo,Buin,Corporación Municipal,Rural,229,2,23,26,1,281,90
10645,3,LICEO FRANCISCO JAVIER KRUGGER ALVARADO,Región Metropolitana de Santiago,Maipo,Buin,Corporación Municipal,Urbano,135,8,10,21,3,177,86
10658,5,LICEO POLIVALENTE MODERNO CARDENAL CARO,Región Metropolitana de Santiago,Maipo,Buin,Particular Subvencionado,Urbano,793,14,170,253,,1.230,79
10662,3,COLEGIO SAINT MARY COLLEGE,Región Metropolitana de Santiago,Maipo,Buin,Particular Subvencionado,Urbano,77,1,20,30,,128,77
10663,1,CENTRO EDUC. ENRIQUE BERNSTEIN CARABANTE,Región Metropolitana de Santiago,Maipo,Paine,Municipal DAEM,Urbano,563,25,66,51,7,712,92
10666,6,LICEO POLIVALENTE GREGORIO MORALES MIRANDA,Región Metropolitana de Santiago,Maipo,Paine,Municipal DAEM,Urbano,293,13,20,26,1,353,92
10667,4,LICEO  MARIA CARVAJAL FUENZALIDA,Región Metropolitana de Santiago,Maipo,Paine,Municipal DAEM,Rural,155,5,15,10,,185,95
10669,0,ESCUELA  BARBARA KAST RIST,Región Metropolitana de Santiago,Maipo,Paine,Municipal DAEM,Rural,128,4,13,12,1,158,92
10685,2,COLEGIO PART. MARIA ANA MOGAS,Región Metropolitana de Santiago,Maipo,Paine,Particular Subvencionado,Urbano,180,10,36,85,,311,73
10686,0,LICEO MUNICIPAL POETISA GABRIELA MISTRAL,Región Metropolitana de Santiago,Maipo,Calera de Tango,Corporación Municipal,Rural,231,2,8,25,3,269,90
10696,8,LICEO TALAGANTE,Región Metropolitana de Santiago,Talagante,Talagante,Corporación Municipal,Urbano,289,2,46,81,4,422,80
10697,6,LICEO POLITECNICO DE TALAGANTE,Región Metropolitana de Santiago,Talagante,Talagante,Corporación Municipal,Urbano,838,51,79,58,8,1.034,94
10699,2,LICEO REPUBLICA DE GRECIA,Región Metropolitana de Santiago,Talagante,Talagante,Corporación Municipal,Urbano,148,3,22,19,,192,90
10710,7,COLEGIO ALCANTARA DE TALAGANTE,Región Metropolitana de Santiago,Talagante,Talagante,Particular Subvencionado,Urbano,124,,19,123,,266,54
10711,5,LICEO COMERCIAL TALAGANTE,Región Metropolitana de Santiago,Talagante,Talagante,Particular Subvencionado,Urbano,592,11,75,122,2,802,85
10713,1,COLEGIO NINO JESUS,Región Metropolitana de Santiago,Talagante,Talagante,Particular Subvencionado,Urbano,205,4,30,41,,280,85
10715,8,INSTITUTO SUBTTE.LUIS CRUZ MARTINEZ,Región Metropolitana de Santiago,Talagante,Talagante,Particular Subvencionado,Urbano,256,6,36,75,,373,80
10717,4,ESCUELA TECNICA SANTA MARIA MICAELA,Región Metropolitana de Santiago,Talagante,Talagante,Particular Subvencionado,Urbano,337,1,32,19,3,392,94
10721,2,ENGLISH COLLEGE,Región Metropolitana de Santiago,Talagante,Talagante,Particular Subvencionado,Urbano,346,18,34,51,3,452,88
10723,9,COLEGIO PARTICULAR INTEGRAL ARTURO PRAT,Región Metropolitana de Santiago,Talagante,Talagante,Particular Subvencionado,Urbano,43,1,7,62,,113,45
10725,5,CENTRO EDUCACIONAL ISLA DE MAIPO,Región Metropolitana de Santiago,Talagante,Isla de Maipo,Corporación Municipal,Urbano,292,3,35,28,5,363,91
10726,3,LICEO BICENTENARIO MARIO BERTERO CEVASCO,Región Metropolitana de Santiago,Talagante,Isla de Maipo,Corporación Municipal,Urbano,181,1,15,51,1,249,79
10727,1,LICEO REPUBLICA DE ITALIA,Región Metropolitana de Santiago,Talagante,Isla de Maipo,Corporación Municipal,Urbano,121,3,8,3,4,139,95
10734,4,CENTRO EDUC. PART. MARIA REINA INMACULADA,Región Metropolitana de Santiago,Talagante,Isla de Maipo,Particular Subvencionado,Urbano,308,8,61,55,,432,87
10735,2,LICEO POLIV. LUIS HUMBERTO ACOSTA GAY,Región Metropolitana de Santiago,Talagante,El Monte,Municipal DAEM,Urbano,171,6,6,3,2,188,97
10737,9,ESC. BASICA  JAVIERA CARRERA VERDUGO,Región Metropolitana de Santiago,Talagante,El Monte,Municipal DAEM,Urbano,72,1,7,4,1,85,94
10746,8,LICEO MUNICIPALIZADO PENAFLOR,Región Metropolitana de Santiago,Talagante,Peñaflor,Municipal DAEM,Urbano,178,6,13,32,6,235,84
10749,2,LICEO BICENTENARIO DE EXCELENCIA PAUL HARRIS,Región Metropolitana de Santiago,Talagante,Padre Hurtado,Municipal DAEM,Urbano,337,14,39,37,17,444,88
10751,4,LICEO COMERCIAL REPUBLICA DE BRASIL,Región Metropolitana de Santiago,Talagante,Peñaflor,Municipal DAEM,Urbano,179,2,20,14,2,217,93
10757,3,COLEGIO ALBERTO HURTADO CRUCHAGA,Región Metropolitana de Santiago,Talagante,Padre Hurtado,Particular Subvencionado,Urbano,211,6,15,34,9,275,84
10772,7,COL.PART.INMAC.CONC. DE NTRA.SRA. DE LOURDES,Región Metropolitana de Santiago,Talagante,Peñaflor,Particular Subvencionado,Urbano,150,1,38,134,1,324,58
10773,5,COMPLEJO EDUC.PART. LUIS PASTEUR,Región Metropolitana de Santiago,Talagante,Padre Hurtado,Particular Subvencionado,Urbano,523,39,62,73,5,702,89
10780,8,LICEO POLIV. HNOS. SOTOMAYOR BAEZA,Región Metropolitana de Santiago,Melipilla,Melipilla,Corporación Municipal,Urbano,927,31,81,86,7,1.132,92
10781,6,LICEO POLITECNICO MUNICIPAL MELIPILLA,Región Metropolitana de Santiago,Melipilla,Melipilla,Corporación Municipal,Urbano,445,12,31,31,3,522,93
10783,2,LICEO GABRIELA MISTRAL DE MELIPILLA,Región Metropolitana de Santiago,Melipilla,Melipilla,Corporación Municipal,Urbano,185,7,13,14,14,233,88
10792,1,LICEO POLIV. EL BOLLENAR,Región Metropolitana de Santiago,Melipilla,Melipilla,Corporación Municipal,Urbano,199,8,10,12,,229,95
10828,6,COLEGIO PARTICULAR ALONSO DE ERCILLA,Región Metropolitana de Santiago,Melipilla,Melipilla,Particular Subvencionado,Urbano,182,10,45,108,2,347,68
10829,4,ESC. BAS. NUESTRA SEÑORA Y MADRE DEL CARMEN,Región Metropolitana de Santiago,Melipilla,Melipilla,Particular Subvencionado,Urbano,184,7,10,7,3,211,95
10830,8,COLEGIO POLITEC.NTRA.SRA.DE LA PRESENTAC,Región Metropolitana de Santiago,Melipilla,Melipilla,Particular Subvencionado,Urbano,390,26,25,23,2,466,95
10831,6,COLEGIO PARTICULAR MELIPILLA,Región Metropolitana de Santiago,Melipilla,Melipilla,Particular Subvencionado,Urbano,308,38,46,100,,492,80
10832,4,COLEGIO POLIVALENTE SAN AGUSTIN,Región Metropolitana de Santiago,Melipilla,Melipilla,Particular Subvencionado,Urbano,1.115,36,158,161,7,1.477,89
10833,2,CENTRO EDUCACIONAL MENESIANO,Región Metropolitana de Santiago,Melipilla,Melipilla,Particular Subvencionado,Rural,256,5,41,45,,347,87
10845,6,LICEO BICENTENARIO PRESIDENTE BALMACEDA,Región Metropolitana de Santiago,Melipilla,Curacaví,Municipal DAEM,Urbano,665,6,64,50,10,795,92
10851,0,COLEGIO INSTITUTO SAN LUIS DE CURACAVI,Región Metropolitana de Santiago,Melipilla,Curacaví,Particular Subvencionado,Urbano,112,2,14,28,,156,82
10854,5,LICEO MUNICIPAL DE SAN PEDRO,Región Metropolitana de Santiago,Melipilla,San Pedro,Municipal DAEM,Rural,221,7,30,31,5,294,88
10873,1,LICEO MUNICIPAL SARA TRONCOSO TRONCOSO,Región Metropolitana de Santiago,Melipilla,Alhué,Municipal DAEM,Urbano,166,11,16,55,2,250,77
10892,8,NORTH AMERICAN COLLEGE,Región de Arica y Parinacota,Arica,Arica,Particular Subvencionado,Urbano,574,31,73,195,5,878,77
10901,0,COLEGIO SAN MARTIN,Región de Tarapacá,Iquique,Iquique,Particular Subvencionado,Urbano,84,,16,34,3,137,73
10906,1,COLEGIO FORD COLLEGE,Región de Arica y Parinacota,Arica,Arica,Particular Subvencionado,Urbano,52,1,21,68,1,143,52
10911,8,LICEO BICENTENARIO PABLO NERUDA,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Urbano,535,9,33,47,14,638,90
10915,0,COLEGIO CARDENAL ANTONIO SAMORE,Región de Arica y Parinacota,Arica,Arica,Particular Subvencionado,Urbano,277,4,61,104,,446,77
10917,7,LICEO S.S JUAN PABLO SEGUNDO,Región de Tarapacá,Iquique,Alto Hospicio,Municipal DAEM,Urbano,552,10,104,152,,818,81
10962,2,COLEGIO JUAN PABLO II,Región de Antofagasta,El Loa,Calama,Particular Subvencionado,Urbano,103,4,32,283,3,425,33
10967,3,LICEO ELEUTERIO RAMIREZ MOLINA,Región de Antofagasta,El Loa,Calama,Corporación Municipal,Urbano,418,21,60,112,9,620,80
10968,1,LICEO MAYOR GRAL.(E) OSCAR BONILLA,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,542,36,55,94,21,748,85
10970,3,LICEO JORGE ALESSANDRI RODRIGUEZ,Región de Antofagasta,El Loa,Calama,Corporación Municipal,Urbano,777,108,70,150,30,1.135,84
11034,5,LICEO JORGE ALESSANDRI RODRÍGUEZ,Región de Atacama,Copiapó,Tierra Amarilla,Servicio Local de Educación(SLE),Urbano,376,8,14,32,2,432,92
11038,8,LICEO GENERAL RAMÓN FREIRE,Región de Atacama,Huasco,Freirina,Servicio Local de Educación(SLE),Urbano,251,5,14,19,,289,93
11105,8,LICEO BICENTENARIO DE EXCELENCIA COLEGIO PARTICULAR MIGUEL DE CERVANTES,Región de Coquimbo,Elqui,Coquimbo,Particular Subvencionado,Urbano,257,19,20,34,,330,90
11106,6,COLEGIO PARTICULAR SANTA MARIA,Región de Coquimbo,Limarí,Ovalle,Particular Subvencionado,Urbano,250,5,43,162,,460,65
11110,4,LICEO JORGE IRIBARREN CHARLIN DE HURTADO,Región de Coquimbo,Limarí,Río Hurtado,Municipal DAEM,Rural,50,,3,4,,57,93
11111,2,LICEO ALBERTO GALLARDO LORCA,Región de Coquimbo,Limarí,Punitaqui,Municipal DAEM,Urbano,239,2,11,10,1,263,96
11130,9,COLEGIO SAN IGNACIO DE LOYOLA,Región de Coquimbo,Choapa,Illapel,Particular Subvencionado,Urbano,73,4,16,60,,153,61
11133,3,COLEGIO PARTICULAR SAN GABRIEL,Región de Coquimbo,Elqui,Coquimbo,Particular Subvencionado,Urbano,75,2,11,16,,104,85
11139,2,LICEO FERNANDO BINVIGNAT MARIN,Región de Coquimbo,Elqui,Coquimbo,Servicio Local de Educación(SLE),Urbano,380,16,24,26,3,449,94
11144,9,ESCUELA DIEGO DE ALMEYDA,Región de Coquimbo,Elqui,Coquimbo,Particular Subvencionado,Urbano,226,8,18,19,4,275,92
11145,7,COLEGIO PARTICULAR CALASANZ,Región de Coquimbo,Elqui,Coquimbo,Particular Subvencionado,Urbano,112,5,28,32,,177,82
11155,4,LICEO JORGE ALESSANDRI RODRIGUEZ,Región de Coquimbo,Elqui,La Serena,Corporación Municipal,Urbano,385,11,27,30,2,455,93
11157,0,COLEGIO LIBERTADOR SIMON BOLIVAR,Región de Coquimbo,Elqui,La Serena,Particular Subvencionado,Urbano,75,2,15,54,2,148,62
11177,5,COLEGIO PARROQUIAL SAN NICOLAS,Región de Valparaíso,Quillota,Hijuelas,Particular Subvencionado,Urbano,235,2,34,26,1,298,91
11199,6,COLEGIO LUIS CRUZ MARTINEZ,Región de Valparaíso,Petorca,La Ligua,Municipal DAEM,Urbano,172,,17,16,4,209,90
11209,7,COLEGIO GALILEO GALILEI,Región de Valparaíso,Marga Marga,Villa Alemana,Particular Subvencionado,Urbano,97,1,13,9,,120,93
11217,8,COLEGIO SAINT THOMAS,Región de Valparaíso,Valparaíso,Valparaíso,Particular Subvencionado,Urbano,72,2,8,9,,91,90
11240,2,ESCUELA SAN GABRIEL DE LA RIVERA,Región de Valparaíso,Quillota,Calera,Particular Subvencionado,Urbano,88,2,16,33,,139,76
11248,8,ESC. ADRIANA ARANGUIZ CERDA,Región del Libertador Gral. Bernardo O’Higgins,Cachapoal,San Vicente,Corporación Municipal,Rural,78,1,5,1,1,86,98
11256,9,COLEGIO PARTICULAR SUBV.DON BOSCO,Región del Libertador Gral. Bernardo O’Higgins,Cachapoal,Rancagua,Particular Subvencionado,Urbano,144,20,41,123,1,329,62
11265,8,COLEGIO ENA BELLEMANS MONTTI,Región del Libertador Gral. Bernardo O’Higgins,Cachapoal,Rancagua,Particular Subvencionado,Urbano,402,9,51,54,9,525,88
11287,9,LICEO BERTA ZAMORANO LIZANA,Región del Libertador Gral. Bernardo O’Higgins,Cachapoal,Coltauco,Municipal DAEM,Urbano,250,17,26,14,,307,95
11336,0,COLEGIO PARTICULAR NOBEL SCHOOL,Región del Maule,Linares,Parral,Particular Subvencionado,Urbano,127,7,13,23,,170,86
11348,4,COLEGIO DE MARIA,Región del Maule,Talca,Talca,Particular Subvencionado,Urbano,129,13,34,53,,229,77
11397,2,COLEGIO ADVENTISTA,Región del Biobío,Concepción,Lota,Particular Subvencionado,Urbano,115,1,19,38,1,174,78
11400,6,LICEO TRAPAQUEANTE,Región del Biobío,Arauco,Tirúa,Municipal DAEM,Urbano,277,,6,7,,290,98
11430,8,COLEGIO TERESIANO PADRE ENRIQUE,Región del Biobío,Biobío,Nacimiento,Particular Subvencionado,Urbano,159,4,49,134,1,347,61
11498,7,COMPLEJO EDUCACIONAL PRINCIPE DE GALES,Región de La Araucanía,Cautín,Nueva Imperial,Particular Subvencionado,Urbano,343,,14,4,,361,99
11527,4,LICEO POLITECNICO METODISTA LA GRANJA,Región de La Araucanía,Cautín,Nueva Imperial,Particular Subvencionado,Rural,218,,10,5,,233,98
11591,6,INSTITUTO TECNICO PROFESIONAL LLIFEN,Región de Los Ríos,Ranco,Futrono,Municipal DAEM,Rural,230,4,6,4,,244,98
11608,4,LICEO TECNICO PROFESIONAL JUAN PABLO II,Región de Aysén del Gral. Carlos Ibáñez del Campo,Coyhaique,Coyhaique,Particular Subvencionado,Urbano,522,8,66,50,5,651,92
11678,5,LICEO ADVENTISTA,Región de Magallanes y de la Antártica Chilena,Magallanes,Punta Arenas,Particular Subvencionado,Urbano,68,10,16,65,,159,59
11680,7,COLEGIO CHARLES DARWIN,Región de Magallanes y de la Antártica Chilena,Magallanes,Punta Arenas,Particular Subvencionado,Urbano,43,7,15,91,3,159,41
11706,4,LICEO PARTICULAR LOS ANDES,Región del Biobío,Concepción,San Pedro de la Paz,Particular Subvencionado,Urbano,166,5,14,6,,191,97
11709,9,COLEGIO ALERCE,Región del Biobío,Concepción,Concepción,Particular Subvencionado,Urbano,103,2,11,6,7,129,90
11712,9,ESCUELA PARTICULAR GASPAR CABRALES,Región del Biobío,Arauco,Los Álamos,Particular Subvencionado,Rural,157,1,24,43,,225,81
11716,1,COLEGIO MARÍA INMACULADA DE LOS ÁNGELES,Región del Biobío,Biobío,Los Ángeles,Particular Subvencionado,Urbano,61,2,10,8,1,82,89
11805,2,COLEGIO POLIVALENTE INGLES,Región Metropolitana de Santiago,Santiago,La Pintana,Particular Subvencionado,Urbano,118,4,12,12,3,149,90
